@RELATION admission_stats

@ATTRIBUTE gender {Male, Female, Unknown}
@ATTRIBUTE Firgen REAL
@ATTRIBUTE famincome REAL
@ATTRIBUTE SATCRDG REAL
@ATTRIBUTE SATMATH REAL
@ATTRIBUTE SATWRTG REAL
@ATTRIBUTE SATTotal REAL
@ATTRIBUTE HSGPA REAL
@ATTRIBUTE ACTRead REAL
@ATTRIBUTE ACTMath REAL
@ATTRIBUTE ACTEngWrit REAL
@ATTRIBUTE APIScore REAL
@ATTRIBUTE FirstLang {English, EnglishandAnother, Another}
@ATTRIBUTE HSGPAunweighted REAL
@ATTRIBUTE Firststyrunitsforgpa REAL
@ATTRIBUTE Firststyeartotcumunits REAL
@ATTRIBUTE Firstyrcumgpa {0.0, 0.5, 1.0, 1.5, 2.0, 2.5, 3.0, 3.5, 4.0}

@data
Male,0.0,0.0750000750001,0.660714285714,0.714285714286,0.766666666667,0.72,0.515151515152,0.120626237857,0.117916865743,0.116344899971,0.444444444444,English,0.571428571429,0.394736842105,0.21568627451,1.5
Female,1.0,0.024000024,0.517857142857,0.660714285714,0.483333333333,0.533333333333,0.863636363636,0.642082429501,0.571428571429,0.637893196781,0.777777777778,EnglishandAnother,0.9375,0.526315789474,0.437908496732,1.5
Female,1.0,0.013417013417,0.214285714286,0.375,0.316666666667,0.246666666667,0.621212121212,0.219088937093,0.406593406593,0.407461594733,0.222222222222,EnglishandAnother,0.6875,0.394736842105,0.248366013072,1.5
Female,0.0,0.0850000850001,0.321428571429,0.446428571429,0.383333333333,0.34,0.662878787879,0.120626237857,0.117916865743,0.116344899971,0.381642512078,EnglishandAnother,0.674107142857,0.526315789474,0.732026143791,1.5
Male,0.0,0.0800000800001,0.446428571429,0.535714285714,0.416666666667,0.433333333333,0.734848484848,0.120626237857,0.117916865743,0.116344899971,0.888888888889,English,0.866071428571,0.5,0.300653594771,1.5
Male,0.0,0.0800000800001,0.348136645962,0.369875776398,0.373333333333,0.317391304347,0.560606060606,0.479392624729,0.373626373626,0.116344899971,0.381642512078,English,0.660714285714,0.460526315789,0.21568627451,1.5
Male,0.0,0.152756152756,0.714285714286,0.714285714286,0.75,0.733333333333,0.829545454545,0.120626237857,0.117916865743,0.116344899971,0.777777777778,English,0.799107142857,0.486842105263,0.352941176471,1.5
Male,0.0,0.13000013,0.428571428571,0.625,0.5,0.493333333333,0.814393939394,0.381778741865,0.637362637363,0.572055596196,0.777777777778,English,0.924107142857,0.592105263158,0.281045751634,1.5
Female,1.0,0.03000003,0.339285714286,0.285714285714,0.333333333333,0.266666666667,0.742424242424,0.0,0.0,0.0,0.0,EnglishandAnother,0.754464285714,0.328947368421,0.235294117647,1.0
Female,1.0,0.018000018,0.589285714286,0.571428571429,0.566666666667,0.56,0.863636363636,0.902386117137,0.571428571429,0.736649597659,0.333333333333,English,0.941964285714,0.434210526316,0.267973856209,1.0
Female,0.0,0.02000002,0.607142857143,0.660714285714,0.483333333333,0.566666666667,0.784090909091,0.0,0.0,0.0,0.451851851852,Another,0.803571428571,0.526315789474,0.411764705882,1.0
Female,1.0,0.01456001456,0.375,0.553571428571,0.4,0.406666666667,0.700757575758,0.0,0.0,0.0,0.111111111111,Another,0.709821428571,0.368421052632,0.264705882353,1.0
Male,1.0,0.040225040225,0.482142857143,0.303571428571,0.516666666667,0.4,0.867424242424,0.0,0.0,0.0,0.111111111111,Another,0.84375,0.460526315789,0.352941176471,1.0
Female,0.0,0.0520000520001,0.803571428571,0.446428571429,0.716666666667,0.653333333333,0.731060606061,0.0,0.0,0.0,0.777777777778,English,0.758928571429,0.460526315789,0.274509803922,1.0
Female,0.0,0.0,0.376190476191,0.421428571429,0.404444444445,0.359555555553,0.772727272727,0.0,0.0,0.0,0.777777777778,English,0.84375,0.526315789474,0.209150326797,1.0
Male,1.0,0.0336000336,0.392857142857,0.464285714286,0.2,0.3,0.753787878788,0.0,0.0,0.0,0.666666666667,Another,0.888392857143,0.394736842105,0.281045751634,1.0
Male,0.0,0.0800000800001,0.267857142857,0.196428571429,0.183333333333,0.146666666667,0.659090909091,0.0,0.0,0.0,0.222222222222,English,0.642857142857,0.460526315789,0.183006535948,1.0
Male,0.0,0.13000013,0.589285714286,0.732142857143,0.6,0.633333333333,0.5,0.0,0.0,0.0,0.451851851852,English,0.589285714286,0.526315789474,0.241830065359,1.0
Female,1.0,0.0920000920001,0.25,0.535714285714,0.416666666667,0.36,0.708333333333,0.0,0.0,0.0,0.888888888889,English,0.754464285714,0.434210526316,0.202614379085,1.0
Female,1.0,0.027000027,0.535714285714,0.678571428571,0.683333333333,0.626666666667,0.806818181818,0.162848388395,0.13975841391,0.157175572665,0.666666666667,Another,0.821428571429,0.578947368421,0.59477124183,4.0
Female,1.0,0.029956029956,0.75,0.607142857143,0.55,0.626666666667,0.901515151515,1.0,0.67032967033,0.802487198244,0.444444444444,English,1.0,0.631578947368,0.490196078431,4.0
Female,1.0,0.03000003,0.357142857143,0.785714285714,0.6,0.566666666667,0.681818181818,0.41431670282,0.835164835165,0.539136795903,0.666666666667,Another,0.727678571429,0.486842105263,0.40522875817,4.0
Female,0.0,0.022000022,0.392857142857,0.5,0.5,0.433333333333,0.727272727273,0.544468546638,0.538461538461,0.703730797367,0.777777777778,EnglishandAnother,0.691964285714,0.552631578947,0.372549019608,4.0
Male,0.0,0.03000003,0.5,0.642857142857,0.483333333333,0.52,0.734848484848,0.162848388395,0.13975841391,0.157175572665,0.666666666667,English,0.754464285714,0.592105263158,0.444444444444,4.0
Male,1.0,0.0987909081904,0.696428571429,0.857142857143,0.666666666667,0.746666666667,0.734848484848,0.162848388395,0.13975841391,0.157175572665,0.559617058311,English,0.794642857143,0.592105263158,0.313725490196,4.0
Male,0.0,0.017000017,0.532170831779,0.553245057814,0.571453437772,0.533803307227,0.738636363636,0.804772234273,0.571428571429,0.703730797367,1.0,English,0.741071428571,0.447368421053,0.640522875817,4.0
Female,0.0,0.25000025,0.892857142857,0.857142857143,0.866666666667,0.9,0.950757575758,0.162848388395,0.13975841391,0.157175572665,0.888888888889,English,0.955357142857,0.486842105263,0.509803921569,4.0
Female,1.0,0.026000026,0.532170831779,0.553245057814,0.571453437772,0.533803307227,0.848484848485,0.577006507592,0.604395604396,0.539136795903,0.111111111111,Another,0.866071428571,0.565789473684,0.40522875817,4.0
Female,1.0,0.0530000530001,0.714285714286,0.732142857143,0.683333333333,0.713333333333,0.651515151515,0.162848388395,0.13975841391,0.157175572665,0.559617058311,English,0.700892857143,0.526315789474,0.313725490196,4.0
Female,0.0,0.107000107,0.910714285714,0.767857142857,0.783333333333,0.84,0.875,0.162848388395,0.13975841391,0.157175572665,1.0,English,0.892857142857,0.526315789474,0.450980392157,4.0
Male,0.0,0.38000038,0.732142857143,0.678571428571,0.783333333333,0.74,0.882575757576,0.162848388395,0.13975841391,0.157175572665,0.111111111111,English,0.977678571429,0.513157894737,0.37908496732,4.0
Female,0.0,0.12000012,0.625,0.875,0.766666666667,0.766666666667,0.810606060606,0.804772234273,0.901098901099,0.703730797367,0.888888888889,English,0.933035714286,0.552631578947,0.346405228758,4.0
Male,0.0,0.24000024,0.642857142857,0.714285714286,0.616666666667,0.653333333333,0.799242424242,0.162848388395,0.13975841391,0.157175572665,0.888888888889,English,0.794642857143,0.578947368421,0.666666666667,4.0
Male,1.0,0.02000002,0.392857142857,0.428571428571,0.233333333333,0.3,0.526515151515,0.130396753201,0.111485288904,0.113316185667,0.222222222222,Another,0.620535714286,0.355263157895,0.196078431373,0.0
Male,0.0,0.0807748227103,0.839285714286,0.714285714286,0.783333333333,0.793333333333,0.734848484848,0.772234273319,0.67032967033,0.769568397952,0.388888888889,English,0.830357142857,0.263157894737,0.150326797386,0.0
Male,1.0,0.01536001536,0.321428571429,0.267857142857,0.35,0.26,0.674242424242,0.130396753201,0.111485288904,0.113316185667,0.0,Another,0.674107142857,0.434210526316,0.0718954248366,0.0
Male,0.0,0.188789188789,0.589285714286,0.714285714286,0.616666666667,0.633333333333,0.776515151515,0.609544468547,0.703296703297,0.670811997074,0.777777777778,EnglishandAnother,0.834821428571,0.460526315789,0.267973856209,0.0
Female,1.0,0.05000005,0.535714285714,0.535714285714,0.55,0.52,0.594696969697,0.130396753201,0.111485288904,0.113316185667,0.222222222222,English,0.625,0.0657894736842,0.0,0.0
Male,1.0,0.0600000600001,0.553571428571,0.714285714286,0.616666666667,0.62,0.738636363636,0.191973969632,0.180219780219,0.130943672275,0.666666666667,EnglishandAnother,0.741071428571,0.355263157895,0.130718954248,0.5
Male,0.0,0.035000035,0.571428571429,0.785714285714,0.716666666667,0.693333333333,0.787878787879,0.869848156182,0.67032967033,0.736649597659,0.777777777778,English,0.808035714286,0.552631578947,0.421568627451,0.5
Female,1.0,0.03046003046,0.267857142857,0.285714285714,0.416666666667,0.273333333333,0.625,0.191973969632,0.180219780219,0.130943672275,0.333333333333,Another,0.589285714286,0.526315789474,0.254901960784,0.5
Male,0.0,0.0395967729301,0.553571428571,0.946428571429,0.616666666667,0.706666666667,0.57196969697,0.191973969632,0.180219780219,0.130943672275,0.377777777778,Another,0.553571428571,0.434210526316,0.169934640523,0.5
Male,1.0,0.024000024,0.321428571429,0.517857142857,0.266666666667,0.32,0.742424242424,0.511930585683,0.505494505494,0.37454279444,0.333333333333,Another,0.825892857143,0.394736842105,0.183006535948,0.5
Female,0.0,0.0344000344,0.410714285714,0.375,0.5,0.393333333333,0.685606060606,0.674620390455,0.472527472527,0.506217995611,0.377777777778,EnglishandAnother,0.741071428571,0.434210526316,0.169934640523,0.5
Male,0.0,0.0510000510001,0.446428571429,0.642857142857,0.466666666667,0.493333333333,0.818181818182,0.609544468547,0.736263736264,0.604974396489,0.555555555556,English,0.830357142857,0.539473684211,0.326797385621,0.5
Male,0.0,0.0600000600001,0.286904761905,0.395238095237,0.339444444445,0.290444444447,0.534090909091,0.934924078091,0.868131868132,0.506217995611,0.377777777778,Another,0.598214285714,0.486842105263,0.183006535948,0.5
Male,1.0,0.016000016,0.286904761905,0.395238095237,0.339444444445,0.290444444447,0.731060606061,0.41431670282,0.736263736264,0.440380395026,1.0,Another,0.705357142857,0.421052631579,0.751633986928,0.5
Male,1.0,0.01000001,0.321428571429,0.267857142857,0.333333333333,0.253333333333,0.329545454545,0.191973969632,0.180219780219,0.130943672275,0.111111111111,English,0.388392857143,0.460526315789,0.183006535948,0.5
Male,0.0,0.0900000900001,0.535714285714,0.607142857143,0.65,0.586666666667,0.829545454545,0.152605968224,0.139114939115,0.148604163784,0.777777777778,English,0.888392857143,0.526315789474,0.281045751634,3.5
Female,0.0,0.135000135,0.785714285714,0.678571428571,0.616666666667,0.693333333333,0.924242424242,0.152605968224,0.139114939115,0.148604163784,0.333333333333,English,0.941964285714,0.526315789474,0.411764705882,3.5
Female,0.0,0.1000001,0.428571428571,0.553571428571,0.616666666667,0.513333333333,0.791666666667,0.152605968224,0.139114939115,0.148604163784,0.888888888889,English,0.754464285714,0.526315789474,0.359477124183,3.5
Female,0.0,0.128000128,0.517857142857,0.625,0.816666666667,0.653333333333,0.848484848485,0.544468546638,0.637362637363,0.670811997074,0.546546546547,English,0.857142857143,0.605263157895,0.320261437908,3.5
Male,0.0,0.0980696805021,0.589285714286,0.660714285714,0.5,0.566666666667,0.753787878788,0.609544468547,0.703296703297,0.703730797367,0.777777777778,EnglishandAnother,0.709821428571,0.486842105263,0.398692810458,3.5
Female,1.0,0.0375000375,0.714285714286,0.482142857143,0.716666666667,0.633333333333,0.890151515152,0.934924078091,0.637362637363,0.736649597659,0.444444444444,English,0.946428571429,0.486842105263,0.366013071895,3.5
Female,0.0,0.0710000710001,0.660714285714,0.553571428571,0.883333333333,0.706666666667,0.765151515152,0.152605968224,0.139114939115,0.148604163784,1.0,EnglishandAnother,0.745535714286,0.526315789474,0.467320261438,3.5
Female,0.0,0.12000012,0.493943050193,0.520222007721,0.535112612613,0.492666666667,0.814393939394,0.70715835141,0.67032967033,0.703730797367,0.888888888889,English,0.848214285714,0.526315789474,0.411764705882,3.5
Male,0.0,0.0700000700001,0.857142857143,0.732142857143,0.866666666667,0.84,0.757575757576,0.152605968224,0.139114939115,0.148604163784,1.0,English,0.892857142857,0.592105263158,0.339869281046,3.5
Male,0.0,0.0800000800001,0.696428571429,0.678571428571,0.6,0.653333333333,0.67803030303,0.674620390455,0.736263736264,0.703730797367,0.666666666667,English,0.674107142857,0.486842105263,0.392156862745,3.5
Male,0.0,0.045000045,0.493943050193,0.520222007721,0.535112612613,0.492666666667,0.742424242424,0.577006507592,0.604395604396,0.572055596196,0.546546546547,Another,0.803571428571,0.473684210526,0.287581699346,3.5
Female,1.0,0.106000106,0.446428571429,0.553571428571,0.533333333333,0.486666666667,0.67803030303,0.152605968224,0.139114939115,0.148604163784,0.222222222222,English,0.602678571429,0.526315789474,0.281045751634,3.5
Male,0.0,0.0980696805021,1.0,0.732142857143,1.0,0.946666666667,0.511363636364,0.152605968224,0.139114939115,0.148604163784,1.0,English,0.566964285714,0.513157894737,0.274509803922,3.5
Female,0.0,0.035000035,0.571428571429,0.303571428571,0.683333333333,0.5,0.602272727273,0.126877887895,0.11736590547,0.125510234606,0.555555555556,English,0.53125,0.526315789474,0.37908496732,3.0
Female,0.0,0.0950000950001,0.714285714286,0.678571428571,0.733333333333,0.713333333333,0.848484848485,0.739696312364,0.67032967033,0.835405998537,0.888888888889,English,0.84375,0.394736842105,0.326797385621,3.0
Female,1.0,0.0834133101791,0.267857142857,0.339285714286,0.283333333333,0.24,0.829545454545,0.126877887895,0.11736590547,0.125510234606,0.222222222222,Another,0.897321428571,0.460526315789,0.352941176471,3.0
Female,0.0,0.00762000762001,0.75,0.857142857143,0.766666666667,0.806666666667,0.0,0.126877887895,0.11736590547,0.125510234606,0.494561475974,Another,0.0,0.394736842105,0.287581699346,3.0
Female,1.0,0.00700000700001,0.267857142857,0.214285714286,0.233333333333,0.173333333333,0.715909090909,0.381778741865,0.340659340659,0.341623994148,0.494561475974,Another,0.665178571429,0.355263157895,0.248366013072,3.0
Female,1.0,0.020435020435,0.357142857143,0.392857142857,0.483333333333,0.373333333333,0.746212121212,0.126877887895,0.11736590547,0.125510234606,0.333333333333,English,0.741071428571,0.460526315789,0.346405228758,3.0
