@RELATION admission_stats

@ATTRIBUTE gender {Male, Female, Unknown}
@ATTRIBUTE Firgen REAL
@ATTRIBUTE famincome REAL
@ATTRIBUTE SATCRDG REAL
@ATTRIBUTE SATMATH REAL
@ATTRIBUTE SATWRTG REAL
@ATTRIBUTE SATTotal REAL
@ATTRIBUTE HSGPA REAL
@ATTRIBUTE ACTRead REAL
@ATTRIBUTE ACTMath REAL
@ATTRIBUTE ACTEngWrit REAL
@ATTRIBUTE APIScore REAL
@ATTRIBUTE FirstLang {English, EnglishandAnother, Another}
@ATTRIBUTE HSGPAunweighted REAL
@ATTRIBUTE Firststyrunitsforgpa REAL
@ATTRIBUTE Firststyeartotcumunits REAL
@ATTRIBUTE Firstyrcumgpa {0.0, 0.5, 1.0, 1.5, 2.0, 2.5, 3.0, 3.5, 4.0}

@DATA
Female,300.0,20818.0,480.0,500.0,540.0,1520.0,3.64,29.0,23.0,26.0,6.0,Another,3.57,45.0,61.0,3.5
Male,0.0,228000.0,630.0,700.0,690.0,2020.0,3.22,33.0,35.0,31.0,10.0,English,3.04,49.0,61.0,3.5
Female,300.0,10000.0,500.0,510.0,480.0,1490.0,3.68,9.95675675676,9.88648648649,9.13648648649,2.0,EnglishandAnother,3.42,45.0,65.5,3.5
Male,0.0,400000.0,620.0,610.0,610.0,1840.0,3.62,9.95675675676,9.88648648649,9.13648648649,10.0,English,3.37,46.0,54.0,3.5
Male,0.0,114737.0,690.0,710.0,670.0,2070.0,3.72,9.95675675676,9.88648648649,9.13648648649,9.0,English,3.45,45.0,61.0,3.5
Male,0.0,145000.0,600.0,550.0,630.0,1780.0,3.75,29.0,26.0,25.0,8.0,English,3.35,45.0,85.0,3.5
Female,0.0,400000.0,560.0,590.0,550.0,1700.0,4.04,26.0,25.0,23.0,6.0,English,3.7,47.0,80.5,3.5
Male,0.0,180000.0,516.608108108,531.324324324,521.067567568,1569.0,3.66,31.0,35.0,27.0,10.0,Another,3.41,45.0,45.0,3.5
Male,0.0,20000.0,450.0,450.0,480.0,1380.0,3.41,24.0,20.0,21.0,2.0,English,3.08,47.0,47.0,3.5
Female,0.0,13000.0,480.0,610.0,550.0,1640.0,3.61,9.95675675676,9.88648648649,9.13648648649,5.91891891892,EnglishandAnother,3.61,53.0,58.0,3.5
Female,0.0,15000.0,700.0,560.0,560.0,1820.0,3.84,9.95675675676,9.88648648649,9.13648648649,10.0,English,3.52,40.0,55.0,3.5
Female,0.0,16015.0,550.0,520.0,480.0,1550.0,4.0,9.95675675676,9.88648648649,9.13648648649,7.0,English,3.92,40.0,57.0,3.5
Female,0.0,300000.0,690.0,620.0,600.0,1910.0,3.65,9.95675675676,9.88648648649,9.13648648649,7.0,English,3.34,45.0,69.0,3.5
Female,300.0,160000.0,460.0,760.0,580.0,1800.0,4.0,9.95675675676,9.88648648649,9.13648648649,5.91891891892,Another,4.0,40.0,72.0,3.5
Female,300.0,80000.0,590.0,640.0,590.0,1820.0,4.17,25.0,26.0,23.0,8.0,English,3.86,45.0,54.0,3.5
Female,300.0,266000.0,610.0,600.0,610.0,1820.0,3.82,9.95675675676,9.88648648649,9.13648648649,7.0,English,3.47,49.0,69.0,3.5
Female,300.0,54541.0,660.0,550.0,580.0,1790.0,4.0,9.95675675676,9.88648648649,9.13648648649,8.0,EnglishandAnother,3.75,45.0,89.0,3.5
Female,300.0,49492.0,550.0,510.0,540.0,1600.0,3.44,9.95675675676,9.88648648649,9.13648648649,5.0,English,3.0,45.0,45.0,3.5
Female,300.0,12857.0,480.0,400.0,400.0,1280.0,3.31,9.95675675676,9.88648648649,9.13648648649,3.0,EnglishandAnother,3.13,42.0,42.0,3.5
Male,0.0,100000.0,580.0,530.0,550.0,1660.0,3.41,9.95675675676,9.88648648649,9.13648648649,5.91891891892,English,3.25,45.0,61.0,3.5
Male,0.0,98069.5824324,650.0,590.0,710.0,1950.0,3.92,9.95675675676,9.88648648649,9.13648648649,5.91891891892,English,3.92,43.0,43.0,3.5
Female,300.0,46000.0,510.0,480.0,500.0,1490.0,3.57,24.0,19.0,18.0,7.0,EnglishandAnother,3.38,40.0,69.0,3.5
Female,300.0,40000.0,660.0,600.0,610.0,1870.0,4.0,9.95675675676,9.88648648649,9.13648648649,9.0,English,3.63,40.0,77.0,3.5
Female,0.0,39000.0,510.0,520.0,490.0,1520.0,4.0,23.0,23.0,20.0,2.0,EnglishandAnother,3.8,38.0,51.0,3.5
Male,0.0,110000.0,590.0,690.0,500.0,1780.0,3.61,9.95675675676,9.88648648649,9.13648648649,8.0,English,3.52,33.0,59.0,3.5
Female,300.0,38225.0,620.0,680.0,510.0,1810.0,3.71,9.95675675676,9.88648648649,9.13648648649,9.0,English,3.48,40.0,61.0,3.5
Female,300.0,19000.0,540.0,630.0,560.0,1730.0,4.2,25.0,25.0,25.0,6.0,Another,3.8,45.0,61.0,3.5
Male,0.0,148000.0,640.0,660.0,680.0,1980.0,4.0,34.0,27.0,29.0,10.0,English,3.69,49.0,77.5,3.5
Male,0.0,145000.0,570.0,700.0,570.0,1840.0,3.75,25.0,25.0,23.0,7.0,English,3.75,47.0,47.0,3.5
Female,300.0,88000.0,490.0,510.0,540.0,1540.0,3.8,23.0,17.0,19.0,10.0,EnglishandAnother,3.7,41.0,57.0,3.5
Male,0.0,140000.0,660.0,670.0,690.0,2020.0,3.68,9.95675675676,9.88648648649,9.13648648649,5.0,English,3.31,45.0,65.0,3.5
Male,300.0,22000.0,310.0,580.0,430.0,1320.0,3.31,9.95675675676,9.88648648649,9.13648648649,3.0,Another,3.31,34.0,49.0,3.5
Unknown,0.0,149249.0,580.0,560.0,510.0,1650.0,3.81,9.95675675676,9.88648648649,9.13648648649,7.0,English,3.56,39.0,64.0,3.5
Female,300.0,75000.0,470.0,470.0,450.0,1390.0,3.7,23.0,23.0,21.0,3.0,English,3.37,45.0,49.0,3.5
Male,300.0,43400.0,660.0,620.0,640.0,1920.0,3.62,9.95675675676,9.88648648649,9.13648648649,8.0,English,3.29,50.0,101.0,3.5
Male,0.0,65000.0,570.0,650.0,580.0,1800.0,3.5,9.95675675676,9.88648648649,9.13648648649,10.0,English,3.41,43.0,47.0,3.5
Male,0.0,38766.0,520.0,760.0,500.0,1780.0,4.08,9.95675675676,9.88648648649,9.13648648649,10.0,EnglishandAnother,3.91,49.0,49.0,3.5
Female,300.0,85000.0,560.0,560.0,500.0,1620.0,3.3,24.0,25.0,24.0,5.0,EnglishandAnother,3.05,38.0,47.0,3.5
Female,0.0,98069.5824324,516.608108108,531.324324324,521.067567568,1569.0,3.86,28.0,23.0,9.13648648649,4.0,EnglishandAnother,3.66,34.0,29.0,3.5
Male,0.0,98069.5824324,660.0,620.0,700.0,1980.0,3.54,9.95675675676,9.88648648649,9.13648648649,9.0,EnglishandAnother,3.18,45.0,85.0,3.5
Female,0.0,95000.0,520.0,580.0,550.0,1650.0,4.14,9.95675675676,9.88648648649,9.13648648649,5.0,English,3.95,40.0,55.0,3.5
Male,0.0,120000.0,730.0,740.0,710.0,2180.0,3.36,30.0,33.0,25.0,10.0,EnglishandAnother,3.12,49.0,65.5,3.5
Female,300.0,23447.0,520.0,580.0,530.0,1630.0,3.84,22.0,27.0,23.0,8.0,English,3.6,48.0,48.0,3.5
Female,300.0,175000.0,640.0,500.0,640.0,1780.0,2.94,9.95675675676,9.88648648649,9.13648648649,5.91891891892,English,2.94,40.0,45.0,3.5
Female,0.0,60000.0,516.608108108,531.324324324,521.067567568,1569.0,3.69,21.0,27.0,23.0,9.0,English,3.61,40.0,56.0,3.5
Female,0.0,28668.0,630.0,630.0,590.0,1850.0,3.86,9.95675675676,9.88648648649,9.13648648649,8.0,English,3.5,38.0,71.0,3.5
Male,300.0,4000.0,380.0,470.0,440.0,1290.0,3.61,21.0,20.0,21.0,1.0,Another,3.52,45.0,40.0,3.5
Female,0.0,70000.0,740.0,540.0,540.0,1820.0,3.59,9.95675675676,9.88648648649,9.13648648649,7.0,English,3.31,47.0,63.0,3.5
Female,0.0,50000.0,600.0,650.0,640.0,1890.0,3.75,26.0,26.0,27.0,10.0,English,3.62,49.0,66.0,3.5
Male,0.0,100000.0,540.0,510.0,470.0,1520.0,3.9,9.95675675676,9.88648648649,9.13648648649,8.0,EnglishandAnother,3.76,47.0,62.0,3.5
Female,0.0,98069.5824324,630.0,660.0,720.0,2010.0,3.54,9.95675675676,9.88648648649,9.13648648649,10.0,EnglishandAnother,3.2,51.0,83.0,3.5
Male,0.0,70000.0,510.0,690.0,610.0,1810.0,3.73,25.0,31.0,25.0,3.0,EnglishandAnother,3.46,42.0,66.0,3.5
Female,300.0,140000.0,480.0,520.0,510.0,1510.0,3.77,9.95675675676,9.88648648649,9.13648648649,5.0,English,3.5,40.0,50.0,3.5
Female,0.0,180000.0,610.0,660.0,620.0,1890.0,4.33,31.0,29.0,30.0,5.0,English,4.0,45.0,57.0,3.5
Female,300.0,45000.0,520.0,510.0,570.0,1600.0,3.81,9.95675675676,9.88648648649,9.13648648649,6.0,EnglishandAnother,3.54,49.0,69.0,3.5
Female,0.0,175000.0,660.0,650.0,670.0,1980.0,4.33,26.0,31.0,25.0,7.0,English,4.0,48.0,84.0,3.5
Male,300.0,18000.0,670.0,570.0,640.0,1880.0,3.53,9.95675675676,9.88648648649,9.13648648649,8.0,English,3.23,45.0,45.0,3.5
Male,0.0,105000.0,660.0,650.0,650.0,1960.0,3.54,9.95675675676,9.88648648649,9.13648648649,8.0,EnglishandAnother,3.18,40.0,65.0,3.5
Female,0.0,198000.0,670.0,510.0,700.0,1880.0,4.35,36.0,22.0,26.0,2.0,English,3.95,47.0,75.0,3.5
Female,300.0,30000.0,480.0,560.0,430.0,1470.0,4.13,26.0,23.0,23.0,2.0,EnglishandAnother,3.91,50.0,57.5,3.5
Female,300.0,35000.0,490.0,580.0,420.0,1490.0,3.9,9.95675675676,9.88648648649,9.13648648649,4.0,EnglishandAnother,3.9,48.0,48.0,3.5
Male,0.0,98069.5824324,620.0,560.0,570.0,1750.0,3.78,9.95675675676,9.88648648649,9.13648648649,8.0,English,3.43,45.0,80.5,3.5
Female,300.0,12000.0,516.608108108,531.324324324,521.067567568,1569.0,3.65,21.0,23.0,21.0,9.0,English,3.43,39.0,54.0,3.5
Female,300.0,28200.0,430.0,420.0,480.0,1330.0,4.22,14.0,18.0,16.0,1.0,English,3.86,38.0,41.0,3.5
Male,300.0,282000.0,570.0,580.0,480.0,1630.0,4.0,9.95675675676,9.88648648649,9.13648648649,4.0,English,3.9,41.0,53.0,3.5
Female,300.0,52000.0,400.0,550.0,500.0,1450.0,3.55,16.0,23.0,15.0,7.0,EnglishandAnother,3.55,34.0,44.0,3.5
Female,0.0,98069.5824324,460.0,510.0,630.0,1600.0,3.87,9.95675675676,9.88648648649,9.13648648649,5.91891891892,English,3.79,45.0,57.0,3.5
Male,0.0,110000.0,670.0,750.0,730.0,2150.0,3.87,29.0,33.0,25.0,8.0,Another,3.54,49.0,69.0,3.5
Female,300.0,13200.0,350.0,440.0,420.0,1210.0,3.85,9.0,16.0,13.0,1.0,English,3.75,32.0,32.0,3.5
Male,300.0,42000.0,480.0,320.0,460.0,1260.0,4.15,9.95675675676,9.88648648649,9.13648648649,7.0,EnglishandAnother,3.73,40.0,78.5,3.5
Female,300.0,45000.0,510.0,540.0,590.0,1640.0,3.41,27.0,25.0,23.0,10.0,EnglishandAnother,3.33,40.0,45.0,3.5
Female,0.0,500000.0,610.0,620.0,630.0,1860.0,3.73,30.0,25.0,30.0,6.0,EnglishandAnother,3.42,47.0,55.0,3.5
Female,300.0,93917.0,520.0,500.0,500.0,1520.0,3.75,13.0,18.0,22.0,4.0,English,3.55,45.0,45.0,3.5
Female,300.0,32548.0,550.0,550.0,470.0,1570.0,3.9,9.95675675676,9.88648648649,9.13648648649,8.0,English,3.72,40.0,53.0,3.5
Female,0.0,185389.0,510.0,640.0,560.0,1710.0,3.72,9.95675675676,9.88648648649,9.13648648649,9.0,English,3.63,45.0,45.0,3.5
Male,0.0,25000.0,720.0,650.0,610.0,1980.0,3.52,9.95675675676,9.88648648649,9.13648648649,9.0,English,3.28,45.0,61.0,3.5
Male,0.0,29000.0,550.0,650.0,560.0,1760.0,4.12,9.95675675676,9.88648648649,9.13648648649,7.0,EnglishandAnother,3.8,47.0,89.0,3.5
Male,0.0,200000.0,620.0,680.0,560.0,1860.0,3.28,27.0,26.0,26.0,5.91891891892,EnglishandAnother,3.07,47.0,81.0,3.5
Female,0.0,180000.0,590.0,570.0,560.0,1720.0,3.67217567568,9.95675675676,9.88648648649,9.13648648649,5.91891891892,EnglishandAnother,3.44235135135,48.0,69.0,3.5
Male,0.0,98069.5824324,570.0,600.0,610.0,1780.0,3.9,9.95675675676,9.88648648649,9.13648648649,8.0,English,3.7,42.0,55.0,3.5
Male,0.0,148000.0,480.0,640.0,520.0,1640.0,3.95,23.0,28.0,25.0,10.0,English,3.87,40.0,49.0,3.5
Female,0.0,98069.5824324,516.608108108,531.324324324,521.067567568,1569.0,3.4,17.0,23.0,22.0,8.0,Another,3.31,42.0,47.0,3.5
Male,300.0,17000.0,500.0,650.0,630.0,1780.0,4.35,22.0,27.0,25.0,3.0,Another,3.95,47.0,63.0,3.5
Female,0.0,250000.0,580.0,570.0,650.0,1800.0,3.95,9.95675675676,9.88648648649,9.13648648649,10.0,English,3.59,45.0,61.0,3.5
Female,300.0,30000.0,516.608108108,531.324324324,521.067567568,1569.0,3.56,26.0,15.0,26.0,9.0,English,3.51,52.0,64.5,3.5
Male,0.0,105507.0,600.0,630.0,680.0,1910.0,4.18,31.0,26.0,29.0,4.0,English,3.81,49.0,57.0,3.5
Female,0.0,100000.0,650.0,650.0,590.0,1890.0,4.14,9.95675675676,9.88648648649,9.13648648649,5.91891891892,EnglishandAnother,3.95,44.0,49.0,3.5
Female,300.0,68000.0,570.0,450.0,580.0,1600.0,4.12,9.95675675676,9.88648648649,9.13648648649,4.0,EnglishandAnother,3.79,48.0,64.0,3.5
Male,0.0,450000.0,660.0,670.0,580.0,1910.0,3.94,9.95675675676,9.88648648649,9.13648648649,9.0,English,3.68,42.0,70.5,3.5
Female,300.0,14608.0,560.0,570.0,510.0,1640.0,3.8,9.95675675676,9.88648648649,9.13648648649,4.0,Another,3.4,49.0,81.0,3.5
Male,0.0,50000.0,560.0,500.0,610.0,1670.0,4.08,9.95675675676,9.88648648649,9.13648648649,5.91891891892,English,3.91,35.0,69.0,3.5
Male,0.0,80000.0,620.0,580.0,630.0,1830.0,3.87,31.0,24.0,26.0,5.91891891892,English,3.54,44.0,64.0,3.5
Female,300.0,37000.0,450.0,400.0,420.0,1270.0,3.7,21.0,16.0,14.0,2.0,Another,3.5,40.0,67.0,3.5
Female,300.0,10560.0,430.0,490.0,450.0,1370.0,3.72,9.95675675676,9.88648648649,9.13648648649,9.0,Another,3.54,40.0,49.0,3.5
Male,0.0,155000.0,620.0,680.0,730.0,2030.0,3.54,9.95675675676,9.88648648649,9.13648648649,10.0,English,3.2,42.0,102.0,3.5
Female,0.0,23000.0,520.0,610.0,570.0,1700.0,4.0,9.95675675676,9.88648648649,9.13648648649,8.0,English,3.81,47.0,53.5,3.5
Male,0.0,98069.5824324,516.608108108,531.324324324,521.067567568,1569.0,3.65,34.0,33.0,31.0,10.0,English,3.25,49.0,59.0,3.5
Female,0.0,50000.0,720.0,570.0,540.0,1830.0,3.0,31.0,25.0,25.0,10.0,EnglishandAnother,2.8,45.0,61.0,3.5
Male,0.0,140000.0,560.0,690.0,700.0,1950.0,3.52,9.95675675676,9.88648648649,9.13648648649,8.0,EnglishandAnother,3.14,54.0,89.5,3.5
Female,300.0,20539.0,450.0,490.0,600.0,1540.0,4.03,9.95675675676,9.88648648649,9.13648648649,6.0,Another,3.74,42.0,50.0,3.5
Female,300.0,61569.0,550.0,580.0,640.0,1770.0,3.72,9.95675675676,9.88648648649,9.13648648649,8.0,EnglishandAnother,3.45,39.0,64.0,3.5
Female,300.0,70000.0,516.608108108,531.324324324,521.067567568,1569.0,3.6,29.0,28.0,26.0,10.0,English,3.36,48.0,68.0,3.5
Female,300.0,131600.0,690.0,680.0,620.0,1990.0,3.41,9.95675675676,9.88648648649,9.13648648649,10.0,Another,3.12,44.0,72.0,3.5
Male,0.0,250000.0,420.0,590.0,500.0,1510.0,3.67217567568,9.95675675676,9.88648648649,9.13648648649,5.91891891892,Another,3.44235135135,40.0,56.0,3.5
Female,300.0,3624.0,450.0,360.0,390.0,1200.0,3.64,9.95675675676,9.88648648649,9.13648648649,1.0,English,3.64,45.0,40.0,3.5
Female,300.0,70000.0,560.0,660.0,640.0,1860.0,4.16,9.95675675676,9.88648648649,9.13648648649,8.0,English,4.0,44.0,60.0,3.5
Female,300.0,53760.0,560.0,470.0,520.0,1550.0,3.67217567568,9.95675675676,9.88648648649,9.13648648649,10.0,EnglishandAnother,3.44235135135,40.0,51.0,3.5
Female,0.0,70000.0,650.0,610.0,660.0,1920.0,3.54,9.95675675676,9.88648648649,9.13648648649,9.0,English,3.2,40.0,64.0,3.5
Male,0.0,50000.0,516.608108108,531.324324324,521.067567568,1569.0,3.59,9.95675675676,9.88648648649,9.13648648649,8.0,Another,3.5,45.0,30.0,3.5
Female,0.0,74000.0,610.0,630.0,620.0,1860.0,3.7,26.0,27.0,28.0,8.0,English,3.3,52.0,88.0,3.5
Male,300.0,15000.0,620.0,680.0,620.0,1920.0,3.82,23.0,28.0,22.0,5.0,English,3.53,57.0,86.0,3.5
Male,0.0,150000.0,640.0,640.0,640.0,1920.0,3.69,9.95675675676,9.88648648649,9.13648648649,10.0,English,3.38,44.0,81.0,3.5
Male,300.0,29000.0,310.0,440.0,370.0,1120.0,3.5,9.95675675676,9.88648648649,9.13648648649,2.0,Another,3.5,40.0,45.0,3.5
Female,300.0,31270.0,580.0,560.0,570.0,1710.0,3.95,28.0,26.0,27.0,7.0,EnglishandAnother,3.68,47.0,67.0,3.5
Male,300.0,33669.0,590.0,610.0,600.0,1800.0,3.54,30.0,26.0,25.0,8.0,EnglishandAnother,3.54,42.0,63.0,3.5
Male,300.0,17383.0,670.0,680.0,730.0,2080.0,4.03,9.95675675676,9.88648648649,9.13648648649,8.0,English,3.89,40.0,65.0,3.5
Male,0.0,7800.0,610.0,700.0,560.0,1870.0,3.58,9.95675675676,9.88648648649,9.13648648649,10.0,English,3.41,48.0,60.0,3.5
Female,0.0,130000.0,640.0,680.0,710.0,2030.0,3.5,9.95675675676,9.88648648649,9.13648648649,10.0,EnglishandAnother,3.22,49.0,49.0,3.5
Female,300.0,35000.0,510.0,550.0,500.0,1560.0,3.7,9.95675675676,9.88648648649,9.13648648649,5.0,EnglishandAnother,3.62,40.0,45.0,3.5
Male,0.0,300000.0,516.608108108,531.324324324,521.067567568,1569.0,3.34,26.0,25.0,19.0,5.91891891892,English,3.34,45.0,45.0,3.5
Male,300.0,108000.0,570.0,700.0,630.0,1900.0,4.09,9.95675675676,9.88648648649,9.13648648649,5.91891891892,English,3.81,48.0,80.0,3.5
Female,300.0,244000.0,520.0,380.0,580.0,1480.0,3.58,9.95675675676,9.88648648649,9.13648648649,5.91891891892,EnglishandAnother,3.41,47.0,42.0,3.5
Male,0.0,75900.0,640.0,550.0,580.0,1770.0,4.0,27.0,26.0,27.0,4.0,Another,3.69,45.0,107.0,3.5
Female,300.0,25000.0,490.0,450.0,540.0,1480.0,3.83,9.95675675676,9.88648648649,9.13648648649,9.0,English,3.58,47.0,60.0,3.5
Male,300.0,40000.0,516.608108108,531.324324324,521.067567568,1569.0,3.79,31.0,28.0,24.0,2.0,EnglishandAnother,3.54,43.0,71.0,3.5
Female,300.0,45000.0,640.0,490.0,620.0,1750.0,3.38,9.95675675676,9.88648648649,9.13648648649,5.0,English,3.27,45.0,53.0,3.5
Female,300.0,40000.0,490.0,450.0,450.0,1390.0,3.7,9.95675675676,9.88648648649,9.13648648649,7.0,EnglishandAnother,3.54,40.0,48.0,3.5
Female,0.0,110000.0,580.0,630.0,610.0,1820.0,3.52,9.95675675676,9.88648648649,9.13648648649,8.0,English,3.38,45.0,51.0,3.5
Female,300.0,98069.5824324,520.0,470.0,520.0,1510.0,3.83,21.0,25.0,23.0,7.0,Another,3.66,45.0,53.0,3.5
Female,0.0,95000.0,490.0,640.0,500.0,1630.0,3.84,19.0,27.0,21.0,6.0,English,3.53,49.0,84.0,3.5
Male,0.0,158260.0,640.0,600.0,550.0,1790.0,3.91,9.95675675676,9.88648648649,9.13648648649,9.0,English,3.56,45.0,64.5,3.5
Female,300.0,67000.0,530.0,530.0,540.0,1600.0,3.67,25.0,23.0,19.0,5.91891891892,EnglishandAnother,3.58,47.0,55.5,3.5
Female,0.0,98069.5824324,630.0,530.0,620.0,1780.0,3.84,9.95675675676,9.88648648649,9.13648648649,10.0,English,3.76,45.0,61.0,3.5
Female,0.0,145000.0,516.608108108,531.324324324,521.067567568,1569.0,3.91,31.0,24.0,26.0,7.0,English,3.58,45.0,71.0,3.5
Female,300.0,34100.0,530.0,450.0,540.0,1520.0,3.18,9.95675675676,9.88648648649,9.13648648649,5.91891891892,Another,2.9,38.0,59.0,3.5
Female,0.0,100000.0,510.0,660.0,650.0,1820.0,3.75,9.95675675676,9.88648648649,9.13648648649,9.0,English,3.45,47.0,63.5,3.5
Male,0.0,570000.0,620.0,660.0,530.0,1810.0,3.81,28.0,29.0,23.0,8.0,EnglishandAnother,3.45,50.0,66.0,3.5
Female,300.0,80000.0,500.0,430.0,470.0,1400.0,3.63,18.0,21.0,20.0,6.0,EnglishandAnother,3.27,42.0,58.0,3.5
Female,300.0,55000.0,430.0,510.0,430.0,1370.0,3.79,21.0,23.0,22.0,6.0,EnglishandAnother,3.7,47.0,55.0,3.5
Female,300.0,35000.0,440.0,500.0,470.0,1410.0,3.12,14.0,21.0,22.0,6.0,EnglishandAnother,3.04,31.0,31.0,3.5
Male,0.0,121000.0,516.608108108,531.324324324,521.067567568,1569.0,3.64,32.0,27.0,31.0,5.91891891892,EnglishandAnother,3.32,47.0,91.0,3.5
Male,0.0,290000.0,620.0,620.0,590.0,1830.0,3.04,26.0,30.0,30.0,10.0,Another,2.77,43.0,80.0,3.5
Female,300.0,29065.0,600.0,590.0,630.0,1820.0,4.05,9.95675675676,9.88648648649,9.13648648649,6.0,English,3.65,45.0,65.0,3.5
Male,0.0,92747.0,380.0,620.0,540.0,1540.0,3.41,17.0,27.0,19.0,10.0,English,3.16,45.0,66.0,3.5
Female,300.0,12000.0,640.0,590.0,510.0,1740.0,3.95,9.95675675676,9.88648648649,9.13648648649,9.0,English,3.86,45.0,45.0,3.5
Female,300.0,90000.0,490.0,530.0,510.0,1530.0,3.95,20.0,26.0,23.0,7.0,English,3.77,45.0,53.0,3.5
Female,0.0,70000.0,550.0,630.0,600.0,1780.0,3.64,9.95675675676,9.88648648649,9.13648648649,3.0,Another,3.35,47.0,101.5,3.5
Female,300.0,33000.0,550.0,670.0,520.0,1740.0,4.04,9.95675675676,9.88648648649,9.13648648649,10.0,English,3.68,54.0,76.0,3.5
Female,300.0,36000.0,516.608108108,531.324324324,521.067567568,1569.0,4.0,25.0,32.0,29.0,10.0,EnglishandAnother,3.66,50.0,66.0,3.5
Male,0.0,160000.0,516.608108108,531.324324324,521.067567568,1569.0,3.52,32.0,27.0,29.0,5.91891891892,English,3.34,40.0,57.0,3.5
Male,0.0,210000.0,730.0,690.0,640.0,2060.0,3.54,9.95675675676,9.88648648649,9.13648648649,10.0,English,3.45,37.0,77.0,3.5
Female,0.0,66000.0,630.0,660.0,680.0,1970.0,3.68,9.95675675676,9.88648648649,9.13648648649,8.0,EnglishandAnother,3.36,58.0,84.0,3.5
Male,300.0,170000.0,560.0,710.0,670.0,1940.0,3.86,9.95675675676,9.88648648649,9.13648648649,8.0,Another,3.52,47.0,67.5,3.5
Male,0.0,98069.5824324,710.0,670.0,590.0,1970.0,4.0,9.95675675676,9.88648648649,9.13648648649,7.0,English,3.63,50.0,98.0,3.5
Female,0.0,90000.0,650.0,660.0,680.0,1990.0,3.5,9.95675675676,9.88648648649,9.13648648649,9.0,English,3.4,45.0,45.0,3.5
Female,0.0,190000.0,640.0,750.0,700.0,2090.0,3.25,9.95675675676,9.88648648649,9.13648648649,10.0,EnglishandAnother,2.91,47.0,56.0,3.5
Female,0.0,75000.0,516.608108108,531.324324324,521.067567568,1569.0,3.68,26.0,23.0,23.0,9.0,English,3.68,40.0,45.0,3.5
Female,0.0,98069.5824324,650.0,730.0,620.0,2000.0,3.77,9.95675675676,9.88648648649,9.13648648649,10.0,English,3.59,45.0,66.0,3.5
Unknown,0.0,213000.0,600.0,590.0,660.0,1850.0,3.21,9.95675675676,9.88648648649,9.13648648649,5.91891891892,English,3.13,45.0,40.0,3.5
Male,0.0,23500.0,580.0,730.0,660.0,1970.0,3.95,9.95675675676,9.88648648649,9.13648648649,6.0,English,3.75,46.0,74.0,3.5
Female,0.0,220000.0,600.0,650.0,570.0,1820.0,3.72,9.95675675676,9.88648648649,9.13648648649,10.0,English,3.36,45.0,45.0,3.5
Female,0.0,150000.0,600.0,640.0,690.0,1930.0,3.75,9.95675675676,9.88648648649,9.13648648649,10.0,English,3.35,42.0,62.0,3.5
Male,0.0,41000.0,590.0,620.0,530.0,1740.0,3.55,9.95675675676,9.88648648649,9.13648648649,5.0,English,3.55,35.0,45.0,3.5
Female,0.0,181170.0,500.0,680.0,610.0,1790.0,3.86,30.0,29.0,25.0,7.0,Another,3.68,42.0,67.0,3.5
Female,300.0,32000.0,480.0,470.0,470.0,1420.0,3.45,9.95675675676,9.88648648649,9.13648648649,9.0,EnglishandAnother,3.18,40.0,60.0,3.5
Female,300.0,85343.0,570.0,600.0,640.0,1810.0,3.8,21.0,30.0,26.0,9.0,English,3.4,47.0,71.0,3.5
Male,0.0,150000.0,610.0,670.0,720.0,2000.0,3.46,9.95675675676,9.88648648649,9.13648648649,7.0,English,3.26,49.0,81.0,3.5
Male,0.0,165000.0,540.0,650.0,640.0,1830.0,3.68,9.95675675676,9.88648648649,9.13648648649,10.0,EnglishandAnother,3.59,44.0,44.0,3.5
Female,0.0,5000.0,630.0,630.0,570.0,1830.0,4.04,9.95675675676,9.88648648649,9.13648648649,9.0,English,3.77,40.0,57.0,3.5
Female,300.0,23000.0,540.0,580.0,540.0,1660.0,3.6,22.0,24.0,18.0,5.0,EnglishandAnother,3.5,45.0,45.0,3.5
Male,0.0,83329.0,690.0,670.0,640.0,2000.0,4.11,34.0,26.0,26.0,5.91891891892,English,3.88,45.0,57.0,3.5
Female,0.0,98069.5824324,520.0,570.0,520.0,1610.0,3.76,9.95675675676,9.88648648649,9.13648648649,10.0,Another,3.69,45.0,45.0,3.5
Female,0.0,90000.0,516.608108108,531.324324324,521.067567568,1569.0,3.78,34.0,30.0,29.0,5.91891891892,English,3.43,45.0,85.0,3.5
Male,0.0,143836.0,650.0,670.0,660.0,1980.0,4.12,34.0,32.0,29.0,7.0,English,3.79,43.0,67.0,3.5
Male,0.0,266000.0,610.0,470.0,640.0,1720.0,3.27,9.95675675676,9.88648648649,9.13648648649,4.0,English,3.0,35.0,45.0,3.5
Male,0.0,120000.0,680.0,700.0,610.0,1990.0,3.75,28.0,28.0,18.0,8.0,English,3.65,49.0,57.0,3.5
Female,0.0,150000.0,550.0,620.0,530.0,1700.0,3.81,24.0,27.0,27.0,10.0,EnglishandAnother,3.45,47.0,63.0,3.5
Male,0.0,130000.0,570.0,610.0,580.0,1760.0,4.04,9.95675675676,9.88648648649,9.13648648649,8.0,English,3.86,48.0,68.0,3.5
Female,300.0,21914.0,516.608108108,531.324324324,521.067567568,1569.0,3.86,20.0,19.0,20.0,3.0,EnglishandAnother,3.86,35.0,45.0,3.5
