@relation 'admission_stats-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Remove-R1-2,13'

@attribute famincome numeric
@attribute SATCRDG numeric
@attribute SATMATH numeric
@attribute SATWRTG numeric
@attribute SATTotal numeric
@attribute HSGPA numeric
@attribute ACTRead numeric
@attribute ACTMath numeric
@attribute ACTEngWrit numeric
@attribute APIScore numeric
@attribute HSGPAunweighted numeric
@attribute Firststyrunitsforgpa numeric
@attribute Firststyeartotcumunits numeric
@attribute Firstyrcumgpa {0,1,2,3,4}

@data
0.020818,0.428571,0.464286,0.566667,0.46,0.712121,0.74712,0.529408,0.671487,0.555556,0.808036,0.526316,0.385621,0
0.13,0.803571,0.732143,0.75,0.773333,0.943182,0.072538,0.05817,0.066539,0.333333,0.933036,0.526316,0.411765,0
0.15,0.660714,0.732143,0.75,0.72,0.924242,0.072538,0.05817,0.066539,0.333333,0.941964,0.592105,0.313725,0
0.114737,0.803571,0.839286,0.783333,0.826667,0.742424,0.072538,0.05817,0.066539,0.888889,0.754464,0.526316,0.385621,0
0.16,0.589286,0.535714,0.616667,0.566667,0.761364,0.530366,0.638006,0.598484,0.333333,0.816964,0.618421,0.457516,0
0.13,1,0.767857,0.833333,0.893333,0.882576,0.072538,0.05817,0.066539,1,0.875,0.578947,0.490196,0
0.09,1,0.75,0.65,0.813333,0.973485,0.072538,0.05817,0.066539,0.555556,1,0.592105,0.614379,0
0.179068,0.642857,0.678571,0.683333,0.666667,0.799242,0.072538,0.05817,0.066539,0.888889,0.821429,0.394737,0.408497,0
0.16,0.392857,0.928571,0.633333,0.646667,0.848485,0.072538,0.05817,0.066539,0.560317,1,0.460526,0.457516,0
0.08,0.625,0.714286,0.65,0.66,0.912879,0.602618,0.638006,0.561982,0.777778,0.9375,0.526316,0.339869,0
0.2,0.696429,0.5,0.783333,0.66,0.814394,1,0.565608,0.817493,0.888889,0.888393,0.526316,0.281046,0
0.018,0.767857,0.767857,0.816667,0.8,0.973485,0.855497,0.819003,0.780991,0.666667,1,0.605263,0.503268,0
0.101942,0.732143,0.625,0.85,0.746667,0.818182,0.072538,0.05817,0.066539,0.560317,0.964286,0.5,0.267974,0
0.046,0.482143,0.428571,0.5,0.44,0.685606,0.566492,0.384611,0.379475,0.666667,0.723214,0.460526,0.437908,0
0.038225,0.678571,0.785714,0.516667,0.653333,0.738636,0.072538,0.05817,0.066539,0.888889,0.767857,0.460526,0.385621,0
0.242,0.525223,0.54544,0.565506,0.525917,0.728639,0.819372,0.638006,0.853994,0.560317,0.756433,0.605263,0.320261,0
0.096,0.732143,0.928571,0.533333,0.733333,0.810606,0.072538,0.05817,0.066539,1,0.866071,0.460526,0.588235,0
0.023,0.410714,0.267857,0.283333,0.266667,0.590909,0.494241,0.239813,0.342973,0.777778,0.607143,0.526316,0.362745,0
0.049,0.910714,0.714286,0.9,0.866667,0.863636,0.072538,0.05817,0.066539,0.777778,0.946429,0.526316,0.464052,0
0.101942,0.767857,0.625,0.816667,0.746667,0.784091,0.072538,0.05817,0.066539,0.560317,0.776786,0.552632,0.385621,0
0.09,0.767857,0.428571,0.883333,0.7,0.791667,0.072538,0.05817,0.066539,0.888889,0.857143,0.526316,0.464052,0
0.065,0.589286,0.732143,0.633333,0.646667,0.659091,0.072538,0.05817,0.066539,1,0.736607,0.5,0.294118,0
0.07,0.5,0.625,0.45,0.5,0.848485,0.42199,0.638006,0.452478,0.888889,0.875,0.710526,0.424837,0
0.128,0.660714,0.553571,0.466667,0.54,0.878788,0.072538,0.05817,0.066539,0.666667,0.892857,0.578947,0.51634,0
0,0.5,0.892857,0.6,0.66,0.719697,0.072538,0.05817,0.066539,0.333333,0.848214,0.526316,0.411765,0
0.095,0.5,0.607143,0.583333,0.546667,0.901515,0.072538,0.05817,0.066539,0.444444,0.977679,0.460526,0.346405,0
0.108,0.785714,0.785714,0.716667,0.773333,0.931818,1,0.674206,0.74449,0.560317,0.982143,0.592105,0.666667,0
0.1,0.5,0.678571,0.616667,0.586667,0.882576,0.072538,0.05817,0.066539,0.777778,0.977679,0.552632,0.51634,0
0.101942,0.678571,0.696429,0.55,0.633333,0.791667,0.783246,0.782804,0.598484,0.560317,0.808036,0.526316,0.385621,0
0.06,0.525223,0.54544,0.565506,0.525917,0.776515,0.819372,0.674206,0.74449,1,0.830357,0.552632,0.294118,0
0.1,0.535714,0.482143,0.45,0.46,0.810606,0.072538,0.05817,0.066539,0.777778,0.892857,0.552632,0.392157,0
0.101942,0.696429,0.75,0.866667,0.786667,0.674242,0.072538,0.05817,0.066539,1,0.642857,0.605263,0.529412,0
0.18,0.660714,0.75,0.7,0.706667,0.973485,0.819372,0.746604,0.817493,0.444444,1,0.526316,0.359477,0
0.175,0.75,0.732143,0.783333,0.766667,0.973485,0.638743,0.819003,0.634985,0.666667,1,0.565789,0.535948,0
0.024,0.428571,0.767857,0.383333,0.5,0.67803,0.349738,0.782804,0.488979,0.560317,0.709821,0.460526,0.45098,0
0.2,0.660714,0.75,0.75,0.726667,0.829545,0.927749,0.891402,0.707988,1,0.830357,0.473684,0.473856,0
0.105,0.75,0.732143,0.75,0.753333,0.674242,0.072538,0.05817,0.066539,0.777778,0.633929,0.460526,0.411765,0
0.025,0.571429,0.607143,0.55,0.56,0.909091,0.072538,0.05817,0.066539,0.444444,0.924107,0.355263,0.431373,0
0.21,0.803571,0.678571,0.716667,0.74,0.863636,0.072538,0.05817,0.066539,0.888889,1,0.460526,0.281046,0
0.1,0.589286,0.910714,0.816667,0.786667,0.75,0.072538,0.05817,0.066539,1,0.78125,0.552632,0.444444,0
0.093,0.375,0.428571,0.65,0.46,0.55303,0.072538,0.05817,0.066539,0.777778,0.584821,0.526316,0.333333,0
0.22,0.678571,0.767857,0.716667,0.726667,0.878788,0.072538,0.05817,0.066539,1,0.888393,0.486842,0.366013,0
0.045,0.482143,0.535714,0.65,0.54,0.625,0.674869,0.601807,0.561982,1,0.700893,0.460526,0.281046,0
0.500001,0.660714,0.678571,0.716667,0.686667,0.746212,0.783246,0.601807,0.817493,0.555556,0.741071,0.552632,0.346405,0
0.19,0.839286,0.964286,0.85,0.913333,0.958333,0.072538,0.05817,0.066539,1,0.977679,0.539474,0.457516,0
0.112,0.714286,0.660714,0.7,0.693333,0.833333,0.566492,0.710405,0.707988,0.333333,0.84375,0.486842,0.535948,0
0.093917,0.5,0.464286,0.5,0.46,0.753788,0.16911,0.348412,0.525481,0.333333,0.799107,0.526316,0.281046,0
0.19,0.839286,0.660714,0.666667,0.726667,0.787879,0.072538,0.05817,0.066539,1,0.785714,0.5,0.555556,0
0.032548,0.553571,0.553571,0.45,0.493333,0.810606,0.072538,0.05817,0.066539,0.777778,0.875,0.460526,0.333333,0
0.22,0.767857,0.517857,0.8,0.7,0.609848,0.072538,0.05817,0.066539,1,0.683036,0.486842,0.372549,0
0.17,0.464286,0.857143,0.683333,0.666667,0.795455,0.072538,0.05817,0.066539,1,0.84375,0.552632,0.447712,0
0.029,0.553571,0.732143,0.6,0.62,0.893939,0.072538,0.05817,0.066539,0.666667,0.910714,0.552632,0.568627,0
0.130241,0.767857,0.571429,0.816667,0.726667,0.719697,0.783246,0.674206,0.780991,0.888889,0.776786,0.526316,0.333333,0
0.025,0.535714,0.553571,0.583333,0.54,0.674242,0.602618,0.565608,0.707988,0.888889,0.674107,0.5,0.333333,0
0.550001,0.678571,0.660714,0.666667,0.666667,0.719697,0.072538,0.05817,0.066539,0.777778,0.700893,0.526316,0.464052,0
0.175,0.660714,0.428571,0.75,0.606667,0.886364,0.819372,0.493209,0.561982,0.777778,1,0.552632,0.294118,0
0.19,0.535714,0.535714,0.683333,0.573333,0.848485,0.783246,0.45701,0.561982,0.666667,0.834821,0.513158,0.405229,0
0.25,0.607143,0.589286,0.75,0.646667,0.829545,0.072538,0.05817,0.066539,1,0.816964,0.526316,0.385621,0
0.026,0.525223,0.54544,0.565506,0.525917,0.848485,0.072538,0.05817,0.066539,0.555556,0.964286,0.578947,0.30719,0
0.012,0.357143,0.303571,0.433333,0.32,0.753788,0.072538,0.05817,0.066539,0.444444,0.830357,0.460526,0.300654,0
0.014608,0.571429,0.589286,0.516667,0.54,0.772727,0.072538,0.05817,0.066539,0.333333,0.732143,0.578947,0.51634,0
0.22,0.607143,0.607143,0.516667,0.56,0.795455,0.710995,0.601807,0.707988,0.666667,0.776786,0.552632,0.45098,0
0.01,0.839286,0.410714,0.75,0.666667,0.814394,0.072538,0.05817,0.066539,0.555556,0.879464,0.526316,0.333333,0
0.18,0.75,0.446429,0.666667,0.613333,0.82197,0.072538,0.05817,0.066539,0.560317,0.888393,0.526316,0.333333,0
0.169,0.857143,0.660714,0.666667,0.733333,0.882576,0.819372,0.746604,0.890496,0.888889,0.870536,0.460526,0.51634,0
0.1,0.642857,0.607143,0.6,0.606667,0.753788,0.072538,0.05817,0.066539,0.777778,0.799107,0.460526,0.444444,0
0.022,0.464286,0.464286,0.266667,0.353333,0.666667,0.072538,0.05817,0.066539,0.888889,0.785714,0.460526,0.281046,0
0.1316,0.803571,0.785714,0.7,0.773333,0.625,0.072538,0.05817,0.066539,1,0.607143,0.513158,0.457516,0
0.003624,0.375,0.214286,0.316667,0.246667,0.712121,0.072538,0.05817,0.066539,0,0.839286,0.526316,0.248366,0
0.23,0.525223,0.54544,0.565506,0.525917,0.787879,0.710995,0.746604,0.671487,0.560317,0.785714,0.539474,0.496732,0
0.101942,0.357143,0.625,0.416667,0.433333,0.772727,0.072538,0.05817,0.066539,0.666667,0.848214,0.328947,0.333333,0
0.2,0.553571,0.535714,0.583333,0.54,0.761364,0.072538,0.05817,0.066539,0.777778,0.776786,0.552632,0.398693,0
0.101942,0.660714,0.625,0.633333,0.633333,0.780303,0.855497,0.674206,0.634985,0.777778,0.763393,0.539474,0.421569,0
0.07,0.732143,0.660714,0.766667,0.726667,0.674242,0.072538,0.05817,0.066539,0.888889,0.642857,0.460526,0.405229,0
0.008,0.160714,0.285714,0.266667,0.173333,0.659091,0.072538,0.05817,0.066539,0.888889,0.754464,0.328947,0.281046,0
0.045,0.625,0.75,0.85,0.753333,0.799242,0.891623,0.819003,0.853994,1,0.794643,0.644737,0.54902,0
0.074,0.660714,0.696429,0.7,0.686667,0.734848,0.638743,0.674206,0.74449,0.777778,0.6875,0.618421,0.562092,0
0.15,0.714286,0.714286,0.733333,0.726667,0.731061,0.072538,0.05817,0.066539,1,0.723214,0.513158,0.51634,0
0.045,0.410714,0.607143,0.633333,0.533333,0.753788,0.072538,0.05817,0.066539,1,0.709821,0.526316,0.45098,0
0.3,0.482143,0.625,0.633333,0.566667,0.784091,0.458115,0.601807,0.561982,0.888889,0.848214,0.328947,0.369281,0
0.017383,0.767857,0.785714,0.883333,0.833333,0.859848,0.072538,0.05817,0.066539,0.777778,0.950893,0.460526,0.411765,0
0.12,0.803571,0.821429,0.833333,0.84,0.909091,0.072538,0.05817,0.066539,1,0.959821,0.631579,0.604575,0
0.13,0.714286,0.785714,0.85,0.8,0.659091,0.072538,0.05817,0.066539,1,0.651786,0.578947,0.30719,0
0.3,0.525223,0.54544,0.565506,0.525917,0.598485,0.638743,0.601807,0.415976,0.560317,0.705357,0.526316,0.281046,0
0.15,0.571429,0.696429,0.7,0.653333,0.708333,0.855497,0.782804,0.817493,1,0.674107,0.486842,0.398693,0
0.012,0.482143,0.571429,0.533333,0.506667,0.882576,0.072538,0.05817,0.066539,0.888889,0.955357,0.578947,0.359477,0
0.12,0.553571,0.589286,0.583333,0.56,0.704545,0.530366,0.601807,0.488979,0.560317,0.754464,0.618421,0.326797,0
0.0759,0.714286,0.553571,0.633333,0.626667,0.848485,0.674869,0.638006,0.707988,0.333333,0.861607,0.526316,0.686275,0
0.025,0.446429,0.375,0.566667,0.433333,0.784091,0.072538,0.05817,0.066539,0.888889,0.8125,0.552632,0.379085,0
0.13,0.803571,0.767857,0.75,0.786667,0.829545,0.072538,0.05817,0.066539,1,0.897321,0.578947,0.411765,0
0.04,0.446429,0.375,0.416667,0.373333,0.734848,0.072538,0.05817,0.066539,0.666667,0.794643,0.460526,0.300654,0
0.085,0.875,0.607143,0.783333,0.766667,0.689394,0.819372,0.601807,0.671487,1,0.776786,0.684211,0.437908,0
0.108164,0.875,0.857143,0.833333,0.88,0.829545,0.072538,0.05817,0.066539,1,0.888393,0.578947,0.529412,0
0.029,0.625,0.964286,0.733333,0.786667,0.685606,0.638743,0.891402,0.671487,0.444444,0.714286,0.513158,0.352941,0
0.063,0.821429,0.517857,0.816667,0.726667,0.882576,0.072538,0.05817,0.066539,0.777778,0.875,0.526316,0.464052,0
0.024,0.660714,0.517857,0.733333,0.633333,0.659091,0.072538,0.05817,0.066539,0.560317,0.700893,0.552632,0.477124,0
0.0341,0.517857,0.375,0.566667,0.46,0.537879,0.072538,0.05817,0.066539,0.560317,0.508929,0.434211,0.372549,0
0.101942,0.267857,0.767857,0.6,0.526667,0.609848,0.072538,0.05817,0.066539,0.560317,0.642857,0.328947,0.333333,0
0.1,0.525223,0.54544,0.565506,0.525917,0.719697,0.710995,0.746604,0.74449,1,0.776786,0.592105,0.418301,0
0.1,0.482143,0.75,0.75,0.66,0.753788,0.072538,0.05817,0.066539,0.888889,0.754464,0.552632,0.401961,0
0.017,0.589286,0.375,0.65,0.52,0.863636,0.072538,0.05817,0.066539,0.777778,0.875,0.526316,0.493464,0
0.01,0.607143,0.803571,0.766667,0.733333,0.810606,0.072538,0.05817,0.066539,0.888889,0.794643,0.592105,0.54902,0
0.15,0.75,0.678571,0.833333,0.766667,0.643939,0.072538,0.05817,0.066539,1,0.6875,0.526316,0.437908,0
0.21,0.767857,0.732143,0.716667,0.746667,0.829545,0.072538,0.05817,0.066539,0.777778,0.933036,0.526316,0.359477,0
0.09,0.857143,0.678571,0.8,0.793333,0.848485,0.072538,0.05817,0.066539,0.777778,0.848214,0.486842,0.457516,0
0.13,0.525223,0.54544,0.565506,0.525917,0.829545,0.783246,0.493209,0.780991,0.560317,0.9375,0.526316,0.333333,0
0.09,0.446429,0.517857,0.516667,0.466667,0.829545,0.42199,0.638006,0.561982,0.666667,0.897321,0.526316,0.333333,0
0.28,0.75,0.678571,0.666667,0.7,0.829545,0.855497,0.746604,0.780991,1,0.830357,0.552632,0.424837,0
0.12,0.660714,0.678571,0.566667,0.626667,0.416667,0.072538,0.05817,0.066539,1,0.370536,0.5,0.405229,0
0.036,0.525223,0.54544,0.565506,0.525917,0.848485,0.602618,0.855203,0.780991,1,0.848214,0.592105,0.418301,0
0.045,0.767857,0.839286,0.733333,0.793333,1,1,0.746604,0.74449,0.777778,1,0.578947,0.620915,0
0.066,0.696429,0.75,0.8,0.76,0.727273,0.072538,0.05817,0.066539,0.777778,0.714286,0.697368,0.535948,0
0.12,0.428571,0.625,0.45,0.473333,0.728639,0.42199,0.674206,0.525481,1,0.756433,0.552632,0.326797,0
0.101942,0.839286,0.767857,0.65,0.76,0.848485,0.072538,0.05817,0.066539,0.666667,0.834821,0.592105,0.627451,0
0.101942,0.714286,0.928571,0.8,0.833333,0.617424,0.072538,0.05817,0.066539,1,0.727679,0.539474,0.418301,0
0.1,0.525223,0.54544,0.565506,0.525917,0.799242,0.891623,0.565608,0.74449,0.333333,0.830357,0.421053,0.444444,0
0.241586,0.803571,0.75,0.9,0.84,0.522727,0.072538,0.05817,0.066539,1,0.486607,0.539474,0.696078,0
0.07,0.625,0.589286,0.483333,0.546667,0.606061,0.530366,0.710405,0.525481,0.560317,0.633929,0.631579,0.411765,0
0.02,0.767857,0.803571,0.666667,0.753333,0.738636,0.072538,0.05817,0.066539,0.777778,0.700893,0.578947,0.542484,0
0.075,0.525223,0.54544,0.565506,0.525917,0.727273,0.638743,0.529408,0.561982,0.888889,0.857143,0.460526,0.281046,0
0.15,0.892857,0.75,0.666667,0.78,0.757576,0.891623,0.855203,0.598484,0.560317,0.803571,0.565789,0.601307,0
0.2,0.625,0.607143,0.783333,0.673333,0.617424,0.072538,0.05817,0.066539,0.777778,0.647321,0.552632,0.346405,0
0.07,0.660714,0.732143,0.733333,0.713333,0.981061,0.638743,0.819003,0.853994,0.666667,0.977679,0.578947,0.594771,0
0.065,0.625,0.892857,0.733333,0.76,0.795455,0.072538,0.05817,0.066539,1,0.816964,0.421053,0.313725,0
0.0235,0.607143,0.875,0.766667,0.76,0.829545,0.072538,0.05817,0.066539,0.555556,0.888393,0.539474,0.470588,0
0.041,0.625,0.678571,0.55,0.606667,0.67803,0.072538,0.05817,0.066539,0.444444,0.799107,0.394737,0.281046,0
0.18117,0.464286,0.785714,0.683333,0.64,0.795455,0.783246,0.746604,0.634985,0.666667,0.857143,0.486842,0.424837,0
0.165,0.535714,0.732143,0.733333,0.666667,0.727273,0.072538,0.05817,0.066539,1,0.816964,0.513158,0.27451,0
0.033,0.553571,0.589286,0.733333,0.62,0.772727,0.072538,0.05817,0.066539,0.666667,0.767857,0.526316,0.359477,0
0.09,0.525223,0.54544,0.565506,0.525917,0.765152,0.927749,0.782804,0.780991,0.560317,0.745536,0.526316,0.542484,0
0.139,0.696429,0.696429,0.683333,0.693333,0.848485,0.710995,0.601807,0.707988,0.777778,0.879464,0.552632,0.398693,0
0.101942,0.589286,0.696429,0.45,0.56,0.848485,0.072538,0.05817,0.066539,0.888889,0.946429,0.552632,0.372549,0
0.15,0.553571,0.678571,0.55,0.58,0.776515,0.566492,0.674206,0.707988,1,0.754464,0.552632,0.398693,0
0.13,0.589286,0.660714,0.633333,0.62,0.863636,0.072538,0.05817,0.066539,0.777778,0.9375,0.565789,0.431373,0
0.05,0.553571,0.767857,0.716667,0.68,0.67803,0.072538,0.05817,0.066539,1,0.776786,0.578947,0.437908,0
0.101942,1,0.839286,0.883333,0.94,0.909091,0.072538,0.05817,0.066539,0.560317,0.924107,0.710526,0.607843,0
0.053,0.714286,0.732143,0.683333,0.713333,0.651515,0.072538,0.05817,0.066539,0.560317,0.700893,0.526316,0.313725,0
0.107,0.910714,0.767857,0.783333,0.84,0.875,0.072538,0.05817,0.066539,1,0.892857,0.526316,0.45098,0
0.38,0.732143,0.678571,0.783333,0.74,0.882576,0.072538,0.05817,0.066539,0.111111,0.977679,0.513158,0.379085,0
0.1323,0.767857,0.678571,0.9,0.8,0.969697,0.855497,0.601807,0.74449,0.888889,1,0.552632,0.398693,0
0.12,0.625,0.875,0.766667,0.766667,0.810606,0.783246,0.891402,0.671487,0.888889,0.933036,0.552632,0.346405,0
0.24,0.642857,0.714286,0.616667,0.653333,0.799242,0.072538,0.05817,0.066539,0.888889,0.794643,0.578947,0.666667,0
0.139,0.464286,0.446429,0.683333,0.513333,0.772727,0.072538,0.05817,0.066539,1,0.825893,0.460526,0.333333,0
0.16,0.803571,0.75,0.733333,0.773333,0.909091,0.819372,0.638006,0.634985,1,1,0.526316,0.411765,0
0.35,0.75,0.803571,0.8,0.8,0.833333,0.819372,0.710405,0.817493,1,0.946429,0.552632,0.437908,0
0.1,0.857143,0.535714,0.816667,0.746667,0.791667,0.072538,0.05817,0.066539,0.555556,0.754464,0.526316,0.437908,0
0.101942,0.525223,0.54544,0.565506,0.525917,0.659091,0.927749,0.963801,0.817493,0.888889,0.776786,0.526316,0.437908,0
0.017,0.232143,0.25,0.333333,0.213333,0.761364,0.349738,0.312212,0.342973,0.444444,0.857143,0.394737,0.300654,0
0.038501,0.607143,0.482143,0.716667,0.593333,0.909091,0.74712,0.348412,0.598484,0.333333,1,0.486842,0.313725,0
0.101942,0.928571,0.767857,0.966667,0.92,0.863636,0.072538,0.05817,0.066539,1,0.857143,0.552632,0.581699,0
0.205,0.75,0.732143,0.75,0.753333,0.761364,0.072538,0.05817,0.066539,1,0.732143,0.618421,0.69281,0
0.2,0.892857,0.803571,0.866667,0.88,0.962121,0.072538,0.05817,0.066539,0.666667,0.955357,0.671053,0.69281,0
0.1445,0.892857,0.732143,0.833333,0.84,0.897727,0.072538,0.05817,0.066539,0.777778,0.897321,0.447368,0.509804,0
0.098,0.392857,0.589286,0.466667,0.453333,0.890152,0.072538,0.05817,0.066539,0.888889,1,0.394737,0.277778,0
0.27,0.732143,1,0.816667,0.873333,0.632576,0.072538,0.05817,0.066539,1,0.589286,0.460526,0.470588,0
0.314,0.607143,0.678571,0.716667,0.666667,0.909091,0.072538,0.05817,0.066539,1,0.924107,0.578947,0.48366,0
0.0805,0.678571,0.857143,0.816667,0.8,0.799242,0.674869,0.819003,0.74449,1,0.794643,0.592105,0.444444,0
0.043,0.446429,0.642857,0.566667,0.533333,0.647727,0.494241,0.529408,0.525481,0.888889,0.638393,0.447368,0.294118,0
0.18,0.535714,0.571429,0.6,0.553333,0.791667,0.072538,0.05817,0.066539,0.888889,0.754464,0.526316,0.48366,0
0.14,0.642857,0.732143,0.766667,0.72,0.69697,0.072538,0.05817,0.066539,0.888889,0.6875,0.552632,0.333333,0
0.101942,0.525223,0.54544,0.565506,0.525917,0.833333,0.602618,0.565608,0.598484,0.777778,0.933036,0.552632,0.44281,0
0.331,0.75,0.892857,0.716667,0.8,0.863636,0.072538,0.05817,0.066539,1,0.90625,0.526316,0.437908,0
0.02523,0.839286,0.803571,0.95,0.893333,0.924242,0.072538,0.05817,0.066539,0.777778,0.96875,0.526316,0.568627,0
0.075,0.428571,0.517857,0.666667,0.52,0.776515,0.072538,0.05817,0.066539,0.888889,0.875,0.486842,0.294118,0
0.085854,0.714286,0.642857,0.683333,0.68,0.636364,0.819372,0.710405,0.598484,0.560317,0.607143,0.486842,0.45098,0
0.15,0.714286,0.982143,0.883333,0.886667,0.549242,0.072538,0.05817,0.066539,1,0.571429,0.394737,0.366013,0
0.15,0.678571,0.571429,0.733333,0.66,0.814394,0.072538,0.05817,0.066539,1,0.888393,0.578947,0.385621,0
0.178,0.928571,0.821429,0.85,0.893333,0.814394,0.072538,0.05817,0.066539,0.333333,0.8125,0.552632,0.581699,0
0.04,0.732143,0.714286,0.666667,0.706667,0.863636,0.072538,0.05817,0.066539,0.777778,0.866071,0.578947,0.490196,0
0.15,0.517857,0.571429,0.566667,0.533333,0.609848,0.072538,0.05817,0.066539,0.888889,0.607143,0.434211,0.287582,0
0.36,0.625,0.732143,0.85,0.746667,0.731061,0.072538,0.05817,0.066539,0.777778,0.705357,0.618421,0.771242,0
0.036377,0.589286,0.696429,0.666667,0.646667,0.848485,0.072538,0.05817,0.066539,0.777778,0.955357,0.460526,0.281046,0
0.0072,0.660714,0.517857,0.666667,0.606667,0.984848,0.072538,0.05817,0.066539,0.555556,1,0.526316,0.490196,0
0.25,0.660714,0.732143,0.816667,0.746667,0.848485,0.927749,0.927601,0.74449,0.888889,0.875,0.513158,0.542484,0
0.02394,0.553571,0.785714,0.75,0.7,0.659091,0.072538,0.05817,0.066539,1,0.638393,0.526316,0.477124,0
0.101942,0.339286,0.607143,0.45,0.433333,0.549242,0.072538,0.05817,0.066539,1,0.53125,0.355263,0.300654,0
0.021,0.464286,0.607143,0.6,0.54,0.742424,0.072538,0.05817,0.066539,0.888889,0.714286,0.578947,0.333333,0
0.058,0.642857,0.642857,0.766667,0.686667,0.738636,0.072538,0.05817,0.066539,0.560317,0.816964,0.421053,0.313725,0
0.191,0.525223,0.54544,0.565506,0.525917,0.863636,0.494241,0.638006,0.671487,1,0.866071,0.526316,0.385621,0
0.1,0.525223,0.54544,0.565506,0.525917,0.522727,0.566492,0.312212,0.066539,0.560317,0.616071,0.5,0.267974,0
0.03,0.428571,0.410714,0.616667,0.46,0.719697,0.349738,0.42081,0.415976,0.111111,0.651786,0.473684,0.424837,0
0.11,0.714286,0.553571,0.95,0.753333,0.814394,0.819372,0.710405,0.74449,0.666667,0.861607,0.460526,0.418301,0
0.034395,0.642857,0.482143,0.75,0.62,0.753788,0.072538,0.05817,0.066539,0.888889,0.709821,0.473684,0.522876,0
0.09,0.678571,0.535714,0.666667,0.62,0.772727,0.74712,0.601807,0.561982,0.666667,0.732143,0.565789,0.326797,0
0.3,0.910714,0.678571,0.683333,0.766667,0.787879,0.072538,0.05817,0.066539,1,0.861607,0.592105,0.313725,0
0.065,1,0.696429,0.9,0.893333,0.897727,0.072538,0.05817,0.066539,0.777778,0.897321,0.605263,0.673203,0
0.101942,0.75,0.553571,0.666667,0.653333,0.791667,0.072538,0.05817,0.066539,0.555556,0.799107,0.526316,0.411765,0
0.101942,0.839286,0.696429,0.65,0.733333,0.863636,0.072538,0.05817,0.066539,0.444444,0.848214,0.486842,0.444444,0
0.18,0.678571,0.767857,0.6,0.68,0.776515,0.072538,0.05817,0.066539,0.777778,0.754464,0.605263,0.529412,0
0.064105,0.571429,0.464286,0.616667,0.533333,0.882576,0.072538,0.05817,0.066539,0.333333,0.955357,0.526316,0.333333,0
0.0348,0.339286,0.321429,0.35,0.286667,0.791667,0.385864,0.42081,0.415976,0.111111,0.933036,0.421053,0.261438,0
0.032,0.625,0.607143,0.7,0.64,0.776515,0.072538,0.05817,0.066539,0.666667,0.754464,0.5,0.45098,0
0.245,0.767857,0.910714,0.8,0.846667,0.685606,0.891623,0.891402,0.817493,0.777778,0.678571,0.605263,0.607843,0
0.03,0.642857,0.928571,0.7,0.766667,0.768939,0.072538,0.05817,0.066539,1,0.754464,0.552632,0.980392,0
0.101942,0.5,0.678571,0.733333,0.633333,0.727273,0.072538,0.05817,0.066539,0.444444,0.776786,0.578947,0.359477,0
0.027658,0.785714,0.696429,0.65,0.713333,0.746212,0.072538,0.05817,0.066539,1,0.785714,0.539474,0.331699,0
0.19,0.767857,0.535714,0.9,0.746667,0.674242,0.819372,0.565608,0.853994,0.777778,0.674107,0.460526,0.431373,0
0.125,0.525223,0.54544,0.565506,0.525917,0.753788,0.710995,0.638006,0.598484,0.888889,0.754464,0.605263,0.581699,0
0.0144,0.5,0.339286,0.5,0.413333,0.848485,0.072538,0.05817,0.066539,0.444444,0.875,0.486842,0.313725,0
0.2,0.464286,0.714286,0.6,0.58,0.734848,0.072538,0.05817,0.066539,0.777778,0.6875,0.552632,0.294118,0
0.26,0.839286,0.75,0.8,0.813333,0.897727,0.072538,0.05817,0.066539,0.666667,0.977679,0.605263,0.477124,0
0.026,0.525223,0.54544,0.565506,0.525917,0.829545,0.819372,0.601807,0.780991,0.888889,0.977679,0.526316,0.281046,0
0.28,0.571429,0.696429,0.45,0.553333,0.829545,0.072538,0.05817,0.066539,0.222222,0.816964,0.526316,0.411765,0
0.18,0.732143,0.732143,0.633333,0.7,0.55303,0.855497,0.601807,0.634985,1,0.651786,0.565789,0.326797,0
0.08,0.607143,0.75,0.65,0.666667,0.768939,0.855497,0.855203,0.598484,1,0.830357,0.460526,0.281046,0
0.025,0.525223,0.54544,0.565506,0.525917,0.659091,0.458115,0.710405,0.488979,0.333333,0.611607,0.539474,0.372549,0
0.095,0.625,0.767857,0.633333,0.673333,0.708333,0.783246,0.819003,0.598484,1,0.674107,0.578947,0.411765,0
0.09,0.428571,0.642857,0.6,0.54,0.746212,0.072538,0.05817,0.066539,1,0.741071,0.407895,0.379085,0
0.225,0.696429,0.839286,0.833333,0.806667,0.772727,0.855497,0.963801,0.671487,0.888889,0.803571,0.552632,0.490196,0
0.38,0.75,0.732143,0.583333,0.686667,0.768939,0.710995,0.638006,0.525481,0.555556,0.754464,0.526316,0.385621,0
0.2,0.535714,0.642857,0.7,0.62,0.674242,0.072538,0.05817,0.066539,1,0.642857,0.565789,0.509804,0
0.041,0.625,0.785714,0.7,0.706667,0.587121,0.072538,0.05817,0.066539,0.888889,0.53125,0.486842,0.346405,0
0.08,0.589286,0.678571,0.616667,0.62,0.715909,0.602618,0.710405,0.634985,1,0.6875,0.592105,0.457516,0
0.14,0.660714,0.75,0.833333,0.76,0.689394,0.072538,0.05817,0.066539,1,0.665179,0.552632,0.45098,0
