@relation 'admission_stats-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Remove-R1-2,13'

@attribute famincome numeric
@attribute SATCRDG numeric
@attribute SATMATH numeric
@attribute SATWRTG numeric
@attribute SATTotal numeric
@attribute HSGPA numeric
@attribute ACTRead numeric
@attribute ACTMath numeric
@attribute ACTEngWrit numeric
@attribute APIScore numeric
@attribute HSGPAunweighted numeric
@attribute Firststyrunitsforgpa numeric
@attribute Firststyeartotcumunits numeric
@attribute Firstyrcumgpa {0,1,2,3,4}

@data
0.08,0.607143,0.75,0.65,0.666667,0.549242,0.02895,0.028987,0.027877,0.888889,0.517857,0.605263,0.421569,2
0.015,0.446429,0.571429,0.55,0.5,0.484848,0.02895,0.028987,0.027877,0.486063,0.571429,0.289474,0.228758,2
0.06,0.232143,0.392857,0.35,0.273333,0.518939,0.02895,0.028987,0.027877,0.222222,0.53125,0.328947,0.248366,2
0.059494,1,0.535714,0.95,0.853333,0.935606,0.02895,0.028987,0.027877,0.486063,0.933036,0.605263,0.712418,2
0.0216,0.589286,0.660714,0.65,0.626667,0.742424,0.02895,0.028987,0.027877,0.666667,0.714286,0.578947,0.620915,2
0.0084,0.375,0.428571,0.266667,0.306667,0.231061,0.313613,0.529408,0.306472,1,0.236607,0.157895,0.189542,2
0,0.321429,0.553571,0.55,0.446667,0.685606,0.313613,0.493209,0.415976,0,0.669643,0.434211,0.248366,2
0,0.303571,0.482143,0.283333,0.306667,0.693182,0.02895,0.028987,0.027877,0.444444,0.758929,0.328947,0.248366,2
0.027632,0.642857,0.678571,0.516667,0.6,0.689394,0.02895,0.028987,0.027877,1,0.736607,0.552632,0.339869,2
0.04,0.714286,0.767857,0.766667,0.76,0.700758,0.02895,0.028987,0.027877,1,0.6875,0.486842,0.575163,2
0.0382,0.5,0.803571,0.616667,0.633333,0.761364,0.02895,0.028987,0.027877,0.444444,0.732143,0.565789,0.352941,2
0.02,0.857143,0.571429,0.533333,0.646667,0.784091,0.710995,0.601807,0.598484,0.486063,0.8125,0.526316,0.333333,2
0.009084,0.452059,0.474272,0.484001,0.439431,0.609848,0.530366,0.601807,0.488979,0.666667,0.611607,0.460526,0.297386,2
0.083196,0.607143,0.857143,0.666667,0.713333,0.882576,0.02895,0.028987,0.027877,0.666667,0.875,0.565789,0.300654,2
0.02,0.464286,0.517857,0.5,0.466667,0.685606,0.02895,0.028987,0.027877,0.333333,0.678571,0.460526,0.362745,2
0.083196,0.803571,0.982143,0.85,0.906667,0.666667,0.819372,0.891402,1,0.486063,0.714286,0.552632,0.359477,2
0.02,0.142857,0.214286,0,0.033333,0.621212,0.16911,0.203614,0.26997,0,0.691964,0.355263,0.281046,2
0.075,0.571429,0.553571,0.6,0.56,0.897727,0.02895,0.028987,0.027877,0.222222,0.897321,0.460526,0.248366,2
0.011,0.357143,0.785714,0.383333,0.48,0.761364,0.02895,0.028987,0.027877,0.222222,0.732143,0.460526,0.30719,2
0.432,0.607143,0.767857,0.766667,0.72,0.757576,0.710995,0.927601,0.926997,1,0.758929,0.552632,0.477124,2
0.018,0.607143,0.589286,0.516667,0.553333,0.761364,0.02895,0.028987,0.027877,0.555556,0.794643,0.552632,0.503268,2
0.033144,0.410714,0.375,0.333333,0.326667,0.814394,0.02895,0.028987,0.027877,0.666667,0.821429,0.421053,0.352941,2
0.25,0.732143,0.607143,0.65,0.66,0.731061,0.02895,0.028987,0.027877,0.486063,0.821429,0.552632,0.346405,2
0.023,0.625,0.75,0.7,0.693333,0.943182,0.710995,0.746604,0.926997,0.555556,0.959821,0.552632,0.424837,2
0.15,0.839286,0.660714,0.733333,0.753333,0.659091,0.02895,0.028987,0.027877,0.666667,0.607143,0.526316,0.490196,2
0.075,0.75,0.678571,0.666667,0.7,0.693182,0.02895,0.028987,0.027877,0.777778,0.651786,0.644737,0.601307,2
0.016,0.339286,0.464286,0.366667,0.346667,0.564394,0.02895,0.028987,0.027877,0.333333,0.625,0.526316,0.281046,2
0.028,0.452059,0.474272,0.484001,0.439431,0.587121,0.602618,0.638006,0.525481,0.777778,0.53125,0.328947,0.490196,2
0.036,0.339286,0.410714,0.4,0.34,0.814394,0.02895,0.028987,0.027877,0.555556,0.861607,0.460526,0.437908,2
0.0685,0.482143,0.75,0.6,0.6,0.791667,0.02895,0.028987,0.027877,0.888889,0.799107,0.552632,0.294118,2
0.225,0.625,0.553571,0.65,0.6,0.795455,0.02895,0.028987,0.027877,0.486063,0.861607,0.460526,0.385621,2
0.1,0.821429,0.535714,0.466667,0.593333,0.731061,0.02895,0.028987,0.027877,0.486063,0.84375,0.421053,0.29085,2
0.014,0.267857,0.410714,0.366667,0.3,0.878788,0.349738,0.529408,0.415976,0.222222,0.888393,0.368421,0.27451,2
0.045,0.589286,0.446429,0.516667,0.493333,0.719697,0.02895,0.028987,0.027877,0.666667,0.700893,0.552632,0.320261,2
0.03,0.482143,0.553571,0.516667,0.493333,0.738636,0.02895,0.028987,0.027877,0.486063,0.741071,0.460526,0.281046,2
0.066,0.410714,0.428571,0.716667,0.5,0.564394,0.02895,0.028987,0.027877,0.555556,0.553571,0.526316,0.352941,2
0.1,0.767857,0.892857,0.816667,0.846667,0.621212,0.02895,0.028987,0.027877,0.486063,0.611607,0.486842,0.392157,2
0.022,0.464286,0.375,0.583333,0.446667,0.954545,0.02895,0.028987,0.027877,0.666667,1,0.460526,0.215686,2
0.3,0.660714,0.625,0.6,0.62,0.689394,0.02895,0.028987,0.027877,1,0.78125,0.684211,0.359477,2
0.25,0.375,0.607143,0.583333,0.5,0.723485,0.02895,0.028987,0.027877,1,0.741071,0.328947,0.313725,2
0.06,0.5,0.892857,0.783333,0.733333,0.68975,0.02895,0.028987,0.027877,0.486063,0.711812,0.421053,0.522876,2
0.225,0.642857,0.642857,0.45,0.56,0.719697,0.02895,0.028987,0.027877,0.666667,0.700893,0.460526,0.630719,2
0.3,0.696429,0.75,0.683333,0.713333,0.594697,0.02895,0.028987,0.027877,0.486063,0.665179,0.552632,0.555556,2
0.15,0.642857,0.910714,0.6,0.72,0.606061,0.819372,0.674206,0.598484,0.888889,0.674107,0.460526,0.30719,2
0.014,0.553571,0.375,0.533333,0.46,0.893939,0.602618,0.493209,0.598484,0.444444,0.90625,0.460526,0.287582,2
0.083196,0.321429,0.053571,0.366667,0.186667,0.640152,0.205236,0.239813,0.123964,0,0.625,0.460526,0.215686,2
0.064,0.5,0.357143,0.5,0.42,0.477273,0.02895,0.028987,0.027877,0.486063,0.540179,0.526316,0.281046,2
0.027,0.214286,0.321429,0.35,0.24,0.537879,0.349738,0.529408,0.415976,0.777778,0.59375,0.394737,0.228758,2
0.065,0.452059,0.474272,0.484001,0.439431,0.878788,0.710995,0.529408,0.561982,0.222222,0.986607,0.421053,0.330065,2
0.005,0.357143,0.232143,0.666667,0.386667,0.545455,0.494241,0.384611,0.027877,0.486063,0.53125,0.526316,0.372549,2
0.083196,0.75,0.75,0.5,0.66,0.68975,0.819372,0.746604,0.598484,0.486063,0.711812,0.421053,0.228758,2
0.136,0.339286,0.660714,0.65,0.533333,0.829545,0.02895,0.028987,0.027877,0.486063,0.9375,0.552632,0.346405,2
0.0113,0.517857,0.571429,0.583333,0.54,0.579545,0.02895,0.028987,0.027877,0.666667,0.607143,0.394737,0.248366,2
0.036,0.452059,0.474272,0.484001,0.439431,0.587121,0.02895,0.028987,0.027877,0.888889,0.651786,0.578947,0.30719,2
0.065,0.452059,0.474272,0.484001,0.439431,0.625,0.674869,0.819003,0.74449,0.888889,0.589286,0.565789,0.69281,2
0.083196,0.910714,0.660714,0.766667,0.793333,0.734848,0.02895,0.028987,0.027877,0.888889,0.776786,0.526316,0.385621,2
0.0585,0.696429,0.464286,0.566667,0.56,0.882576,0.02895,0.028987,0.027877,0.666667,0.875,0.5,0.477124,2
0.04,0.625,0.767857,0.6,0.66,0.901515,0.674869,0.710405,0.634985,0.444444,0.933036,0.486842,0.581699,2
0.028,0.767857,0.607143,0.616667,0.66,0.757576,0.02895,0.028987,0.027877,1,0.848214,0.460526,0.248366,2
0.042,0.696429,0.303571,0.633333,0.526667,0.636364,0.02895,0.028987,0.027877,0.222222,0.616071,0.486842,0.527778,2
0.08,1,0.964286,0.916667,1,0.981061,0.02895,0.028987,0.027877,0.333333,0.977679,0.513158,0.614379,2
0.028,0.767857,0.785714,0.716667,0.766667,0.69697,0.02895,0.028987,0.027877,0.888889,0.669643,0.605263,0.529412,2
0.083196,0.464286,0.339286,0.383333,0.353333,0.556818,0.42199,0.276013,0.027877,0.486063,0.598214,0.486842,0.25817,2
0.05,0.5,0.767857,0.583333,0.606667,0.734848,0.02895,0.028987,0.027877,0.888889,0.821429,0.618421,0.359477,2
0.15,0.214286,0.803571,0.5,0.48,0.685606,0.02895,0.028987,0.027877,0.486063,0.808036,0.407895,0.359477,2
0.18,0.464286,0.839286,0.633333,0.64,0.246212,0.02895,0.028987,0.027877,0.486063,0.290179,0.657895,0.620915,2
0.078125,0.267857,0.928571,0.583333,0.58,0.632576,0.02895,0.028987,0.027877,0.486063,0.745536,0.328947,0.183007,2
0.064,0.464286,0.642857,0.633333,0.566667,0.651515,0.530366,0.674206,0.598484,0.555556,0.651786,0.552632,0.323529,2
0.03,0.446429,0.660714,0.466667,0.5,0.848485,0.277487,0.710405,0.379475,0.666667,0.776786,0.473684,0.444444,2
0.18,0.535714,0.553571,0.6,0.546667,0.416667,0.02895,0.028987,0.027877,1,0.370536,0.565789,0.300654,2
0.014,0.267857,0.392857,0.333333,0.28,0.674242,0.02895,0.028987,0.027877,0.777778,0.794643,0.394737,0.281046,2
0.011128,0.464286,0.553571,0.5,0.48,0.481061,0.530366,0.529408,0.452478,0.111111,0.473214,0.526316,0.437908,2
0.02,0.678571,0.482143,0.666667,0.6,1,0.02895,0.028987,0.027877,0.486063,0.955357,0.526316,0.913399,2
0.083196,0.452059,0.474272,0.484001,0.439431,0.662879,0.02895,0.028987,0.027877,0.486063,0.78125,0.328947,0.267974,2
0.08,0.392857,0.803571,0.583333,0.58,0.761364,0.02895,0.028987,0.027877,0.486063,0.897321,0.394737,0.313725,2
0.083196,0.452059,0.474272,0.484001,0.439431,0.973485,0.927749,0.927601,0.890496,0.486063,1,0.552632,0.490196,2
0.083196,0.571429,0.5,0.616667,0.546667,0.912879,0.02895,0.028987,0.027877,0.486063,0.982143,0.526316,0.490196,2
0.083196,0.625,0.946429,0.733333,0.78,0.662879,0.02895,0.028987,0.027877,0.486063,0.754464,0.552632,0.398693,2
0.25,0.5,0.553571,0.416667,0.46,0.753788,0.02895,0.028987,0.027877,0.486063,0.776786,0.526316,0.333333,2
0.01,0.446429,0.482143,0.516667,0.453333,0.659091,0.277487,0.601807,0.561982,0.555556,0.736607,0.526316,0.313725,4
0.06,0.553571,0.714286,0.616667,0.62,0.738636,0.023734,0.026325,0.019963,0.666667,0.741071,0.355263,0.130719,4
0.07758,0.357143,0.410714,0.35,0.326667,0.659091,0.205236,0.493209,0.342973,0.555556,0.776786,0.328947,0.183007,4
0.022,0.214286,0.25,0.283333,0.186667,0.666667,0.023734,0.026325,0.019963,0.888889,0.745536,0.363966,0.253654,4
0.07758,0.642857,0.785714,0.666667,0.7,0.636364,0.023734,0.026325,0.019963,1,0.607143,0.263158,0.385621,4
0.04,0.767857,0.714286,0.783333,0.766667,0.791667,0.023734,0.026325,0.019963,0.333333,0.754464,0.328947,0.261438,4
0.999001,0.696429,0.892857,0.716667,0.78,0.746212,0.023734,0.026325,0.019963,1,0.741071,0.363966,0.253654,4
0.2,0.517857,0.178571,0.516667,0.366667,0.780303,0.023734,0.026325,0.019963,0.666667,0.821429,0.460526,0.215686,4
0.029005,0.339286,0.410714,0.55,0.4,0.950758,0.385864,0.42081,0.379475,0.407302,1,0.363966,0.253654,4
0.022,0.696429,0.464286,0.6,0.573333,0.734848,0.023734,0.026325,0.019963,0.407302,0.866071,0.363966,0.253654,4
0.03,0.303571,0.285714,0.316667,0.246667,0.818182,0.023734,0.026325,0.019963,0.407302,0.821429,0.394737,0.294118,4
0.027,0.36959,0.394102,0.40614,0.347568,0.670455,0.74712,0.674206,0.817493,1,0.790179,0.363966,0.253654,4
0.4,0.625,0.517857,0.683333,0.6,0.829545,0.023734,0.026325,0.019963,0.777778,0.933036,0.486842,0.261438,4
0.022,0.5,0.678571,0.6,0.58,0.848485,0.023734,0.026325,0.019963,0.777778,0.977679,0.578947,0.27451,4
0.098,0.232143,0.5,0.4,0.333333,0.757576,0.349738,0.529408,0.452478,0.666667,0.825893,0.363966,0.253654,4
0.052,0.660714,0.642857,0.683333,0.66,0.810606,0.023734,0.026325,0.019963,0.777778,0.875,0.526316,0.281046,4
0.072,0.625,0.625,0.616667,0.613333,0.795455,0.023734,0.026325,0.019963,1,0.848214,0.486842,0.411765,4
0.213,0.571429,0.732143,0.833333,0.72,0.693182,0.566492,0.710405,0.707988,0.888889,0.651786,0.486842,0.496732,4
0.07758,0.464286,0.696429,0.483333,0.526667,0.795455,0.42199,0.782804,0.452478,0.407302,0.848214,0.394737,0.30719,4
0.054,0.660714,0.642857,0.85,0.726667,0.674242,0.023734,0.026325,0.019963,0.777778,0.794643,0.197368,0.215686,4
0.24,0.303571,0.517857,0.416667,0.373333,0.734848,0.023734,0.026325,0.019963,0.333333,0.776786,0.302632,0.189542,4
0.075,0.36959,0.394102,0.40614,0.347568,0.719697,0.277487,0.927601,0.415976,1,0.71875,0.363966,0.253654,4
0.01248,0.625,0.732143,0.45,0.586667,0.753788,0.023734,0.026325,0.019963,0.222222,0.799107,0.447368,0.372549,4
0.07758,0.625,0.535714,0.566667,0.56,0.829545,0.602618,0.565608,0.019963,0.407302,0.84375,0.526316,0.444444,4
0.18,0.5,0.571429,0.333333,0.433333,0.693182,0.023734,0.026325,0.019963,0.888889,0.776786,0.421053,0.294118,4
0.13,0.357143,0.535714,0.516667,0.44,0.776515,0.023734,0.026325,0.019963,0.888889,0.834821,0.363966,0.253654,4
0.125,0.375,0.553571,0.433333,0.42,0.753788,0.458115,0.529408,0.488979,0.777778,0.799107,0.526316,0.281046,4
0.073,0.660714,0.482143,0.916667,0.693333,0.784091,0.674869,0.565608,0.707988,0.888889,0.803571,0.363966,0.253654,4
0.0132,0.303571,0.428571,0.283333,0.286667,0.734848,0.42199,0.45701,0.452478,0.555556,0.830357,0.302632,0.235294,4
0.25,0.36959,0.394102,0.40614,0.347568,0.431818,0.710995,0.493209,0.488979,0.666667,0.46875,0.363966,0.253654,4
0.048,0.339286,0.517857,0.433333,0.393333,0.829545,0.023734,0.026325,0.019963,0.333333,0.816964,0.578947,0.411765,4
0.07758,0.625,0.589286,0.816667,0.68,0.693182,0.023734,0.026325,0.019963,0.444444,0.651786,0.631579,0.385621,4
0.022703,0.482143,0.517857,0.583333,0.506667,0.772727,0.819372,0.638006,0.488979,0.777778,0.866071,0.394737,0.238562,4
0.016,0.660714,0.571429,0.7,0.64,0.659091,0.023734,0.026325,0.019963,1,0.741071,0.363966,0.253654,4
0.155,0.892857,0.696429,0.783333,0.806667,0.594697,0.023734,0.026325,0.019963,0.407302,0.602679,0.526316,0.333333,4
0.2,0.36959,0.394102,0.40614,0.347568,0.670455,0.891623,0.674206,0.890496,0.888889,0.669643,0.328947,0.339869,4
0.005,0.339286,0.178571,0.416667,0.26,0.727273,0.241361,0.239813,0.342973,0.407302,0.830357,0.263158,0.228758,4
0.02248,0.553571,0.482143,0.516667,0.493333,0.734848,0.566492,0.384611,0.306472,0.222222,0.732143,0.355263,0.30719,4
0.082,0.696429,0.785714,0.616667,0.7,0.674242,0.783246,0.674206,0.598484,0.777778,0.691964,0.363966,0.253654,4
0.08,0.36959,0.394102,0.40614,0.347568,0.689394,0.385864,0.819003,0.561982,1,0.736607,0.421053,0.310458,4
0.08,0.36959,0.394102,0.40614,0.347568,0.518939,0.494241,0.674206,0.74449,0.407302,0.455357,0.363966,0.253654,4
0.255,0.732143,0.589286,0.733333,0.686667,0.704545,0.855497,0.746604,0.707988,0.888889,0.794643,0.460526,0.379085,4
0.0122,0.321429,0.303571,0.366667,0.28,0.715909,0.42199,0.276013,0.452478,0,0.799107,0.394737,0.320261,4
0.035,0.571429,0.785714,0.716667,0.693333,0.787879,0.855497,0.638006,0.707988,0.777778,0.808036,0.552632,0.421569,4
0.07758,0.678571,0.678571,0.95,0.786667,0.549242,0.023734,0.026325,0.019963,0.444444,0.491071,0.394737,0.437908,4
0.057,0.642857,0.535714,0.516667,0.546667,0.666667,0.023734,0.026325,0.019963,0.555556,0.714286,0.460526,0.470588,4
0.016227,0.357143,0.375,0.283333,0.286667,0.640152,0.023734,0.026325,0.019963,0.222222,0.575893,0.5,0.202614,4
0.15,0.678571,0.857143,0.75,0.773333,0.753788,0.023734,0.026325,0.019963,0.666667,0.736607,0.197368,0.281046,4
0.225,0.357143,0.410714,0.65,0.446667,0.731061,0.023734,0.026325,0.019963,0.666667,0.785714,0.526316,0.215686,4
0.032,0.482143,0.321429,0.516667,0.406667,0.659091,0.023734,0.026325,0.019963,0.222222,0.732143,0.434211,0.267974,4
0.15,0.642857,0.517857,0.733333,0.626667,0.768939,0.74712,0.638006,0.890496,0.777778,0.830357,0.657895,0.575163,4
0.07758,0.339286,0.732143,0.616667,0.546667,0.621212,0.023734,0.026325,0.019963,0.407302,0.642857,0.328947,0.267974,4
0.1,0.767857,0.482143,0.733333,0.66,0.772727,0.023734,0.026325,0.019963,0.777778,0.776786,0.552632,0.366013,4
0.03046,0.267857,0.285714,0.416667,0.273333,0.625,0.023734,0.026325,0.019963,0.333333,0.589286,0.526316,0.254902,4
0.019822,0.553571,0.642857,0.616667,0.593333,0.746212,0.638743,0.674206,0.598484,0.777778,0.727679,0.552632,0.392157,4
0.024,0.589286,0.339286,0.516667,0.453333,0.791667,0.023734,0.026325,0.019963,0.222222,0.888393,0.407895,0.124183,4
0.13,0.517857,0.803571,0.633333,0.646667,0.753788,0.023734,0.026325,0.019963,0.888889,0.709821,0.355263,0.326797,4
0.07758,0.36959,0.394102,0.40614,0.347568,0.632576,0.023734,0.026325,0.019963,0.407302,0.589286,0.552632,0.313725,4
0.145,0.36959,0.394102,0.40614,0.347568,0.727273,0.566492,0.782804,0.525481,0.666667,0.816964,0.447368,0.359477,4
0.145,0.36959,0.394102,0.40614,0.347568,0.69697,0.205236,0.45701,0.488979,0.222222,0.776786,0.289474,0.163399,4
0.04941,0.285714,0.25,0.483333,0.293333,0.488636,0.023734,0.026325,0.019963,0.333333,0.53125,0.460526,0.300654,4
0.2,0.5,0.607143,0.35,0.453333,0.685606,0.023734,0.026325,0.019963,0.407302,0.808036,0.363966,0.253654,4
0.175,0.36959,0.394102,0.40614,0.347568,0.511364,0.494241,0.312212,0.634985,0.407302,0.5,0.363966,0.253654,4
0.025046,0.36959,0.394102,0.40614,0.347568,0.742424,0.494241,0.674206,0.306472,0.777778,0.714286,0.486842,0.313725,4
0.018,0.571429,0.571429,0.4,0.486667,0.742424,0.023734,0.026325,0.019963,0.111111,0.776786,0.578947,0.379085,4
0.375,0.625,0.732143,0.533333,0.62,0.621212,0.710995,0.710405,0.634985,1,0.642857,0.302632,0.27451,4
0.05,0.875,0.642857,0.75,0.766667,0.772727,0.023734,0.026325,0.019963,0.777778,0.776786,0.526316,0.490196,4
0.025561,0.232143,0.303571,0.366667,0.246667,0.431818,0.096859,0.203614,0.306472,0.333333,0.375,0.460526,0.333333,4
0.18,0.535714,0.678571,0.483333,0.546667,0.674242,0.783246,0.782804,0.598484,1,0.754464,0.5,0.316993,4
0.015,0.607143,0.642857,0.583333,0.6,0.765152,0.023734,0.026325,0.019963,0.444444,0.816964,0.565789,0.346405,4
0.013008,0.482143,0.767857,0.733333,0.66,0.643939,0.023734,0.026325,0.019963,0.777778,0.727679,0.526316,0.215686,4
0.07758,0.36959,0.394102,0.40614,0.347568,0.784091,0.710995,0.710405,0.561982,0.888889,0.825893,0.263158,0.228758,4
0.17,0.375,0.642857,0.466667,0.466667,0.424242,0.023734,0.026325,0.019963,0.666667,0.392857,0.394737,0.215686,4
0.07758,0.36959,0.394102,0.40614,0.347568,0.628788,0.819372,0.601807,0.707988,0.888889,0.602679,0.5,0.313725,4
0.075,0.660714,0.714286,0.766667,0.72,0.515152,0.023734,0.026325,0.019963,0.444444,0.571429,0.394737,0.215686,4
0.25,0.625,0.660714,0.45,0.56,0.606061,0.023734,0.026325,0.019963,0.888889,0.651786,0.5,0.346405,4
0.05,0.625,0.75,0.816667,0.74,0.761364,0.023734,0.026325,0.019963,1,0.732143,0.434211,0.346405,4
0.034,0.535714,0.428571,0.616667,0.506667,0.791667,0.023734,0.026325,0.019963,0.777778,0.776786,0.526316,0.281046,4
0.024,0.517857,0.660714,0.483333,0.533333,0.863636,0.602618,0.529408,0.598484,0.777778,0.9375,0.526316,0.437908,4
0.013417,0.214286,0.375,0.316667,0.246667,0.621212,0.132984,0.348412,0.342973,0.222222,0.6875,0.394737,0.248366,4
0.01,0.232143,0.267857,0.433333,0.26,0.469697,0.023734,0.026325,0.019963,0,0.553571,0.460526,0.248366,4
0.024,0.232143,0.160714,0.15,0.106667,0.80303,0.205236,0.312212,0.26997,0,0.879464,0.460526,0.300654,4
0.029,0.36959,0.394102,0.40614,0.347568,0.549242,0.530366,0.746604,0.019963,1,0.598214,0.526316,0.359477,4
0.12,0.36959,0.394102,0.40614,0.347568,0.765152,0.891623,0.782804,0.634985,0.888889,0.776786,0.539474,0.444444,4
0.32,0.339286,0.446429,0.5,0.393333,0.776515,0.349738,0.42081,0.415976,0.666667,0.875,0.328947,0.130719,4
0.07,0.75,0.732143,0.816667,0.78,0.92803,0.891623,0.674206,0.780991,0.444444,1,0.605263,0.496732,4
0.085,0.321429,0.446429,0.383333,0.34,0.662879,0.023734,0.026325,0.019963,0.407302,0.674107,0.526316,0.732026,4
0.09,0.625,0.571429,0.733333,0.64,0.753788,0.74712,0.529408,0.817493,0.333333,0.776786,0.486842,0.333333,4
0.2,0.767857,0.607143,0.616667,0.66,0.715909,0.023734,0.026325,0.019963,0.407302,0.84375,0.486842,0.196078,4
0.08,0.446429,0.535714,0.416667,0.433333,0.734848,0.023734,0.026325,0.019963,0.888889,0.866071,0.5,0.300654,4
0.07,0.517857,0.392857,0.616667,0.486667,0.772727,0.023734,0.026325,0.019963,0.407302,0.741071,0.526316,0.281046,4
0.07758,0.553571,0.946429,0.616667,0.706667,0.57197,0.023734,0.026325,0.019963,0.407302,0.553571,0.434211,0.169935,4
1,0.642857,1,0.716667,0.8,0.666667,0.023734,0.026325,0.019963,1,0.660714,0.460526,0.385621,4
0.15,0.410714,0.767857,0.433333,0.513333,0.667782,0.023734,0.026325,0.019963,0.407302,0.697324,0.513158,0.30719,4
0.011094,0.36959,0.394102,0.40614,0.347568,0.609848,0.710995,0.674206,0.488979,0.888889,0.683036,0.486842,0.294118,4
0.075,0.571429,0.553571,0.6,0.56,0.731061,0.566492,0.565608,0.634985,0.777778,0.758929,0.526316,0.333333,4
0.08,0.36959,0.394102,0.40614,0.347568,0.560606,0.42199,0.312212,0.019963,0.407302,0.660714,0.460526,0.215686,4
0.037381,0.553571,0.517857,0.633333,0.553333,0.734848,0.023734,0.026325,0.019963,0.333333,0.776786,0.460526,0.333333,4
0.076,0.5,0.767857,0.6,0.613333,0.628788,0.023734,0.026325,0.019963,0.407302,0.616071,0.526316,0.470588,4
0.0796,0.464286,0.321429,0.55,0.413333,0.69697,0.023734,0.026325,0.019963,0.333333,0.642857,0.5,0.320261,4
0.07758,0.321429,0.803571,0.45,0.5,0.674242,0.023734,0.026325,0.019963,0.407302,0.794643,0.355263,0.30719,4
0.152756,0.714286,0.714286,0.75,0.733333,0.829545,0.023734,0.026325,0.019963,0.777778,0.799107,0.486842,0.352941,4
0.02,0.446429,0.321429,0.333333,0.32,0.791667,0.023734,0.026325,0.019963,0.333333,0.933036,0.460526,0.267974,4
1,0.696429,0.660714,0.566667,0.633333,0.772727,0.023734,0.026325,0.019963,0.407302,0.861607,0.460526,0.333333,4
0.028,0.75,0.553571,0.783333,0.7,0.666667,0.023734,0.026325,0.019963,0.407302,0.669643,0.486842,0.320261,4
0.12,0.714286,1,0.716667,0.826667,0.704545,0.023734,0.026325,0.019963,1,0.754464,0.421053,0.281046,4
0.13,0.428571,0.625,0.5,0.493333,0.814394,0.313613,0.601807,0.525481,0.777778,0.924107,0.592105,0.281046,4
0.05,0.392857,0.339286,0.533333,0.386667,0.708333,0.023734,0.026325,0.019963,0.555556,0.674107,0.526316,0.281046,4
0.05,0.5,0.857143,0.566667,0.633333,0.829545,0.023734,0.026325,0.019963,1,0.808036,0.289474,0.254902,4
0.024,0.678571,0.660714,0.533333,0.613333,0.587121,0.74712,0.674206,0.634985,0.555556,0.504464,0.5,0.326797,4
0.1583,0.428571,0.678571,0.6,0.553333,0.587121,0.42199,0.782804,0.74449,0.888889,0.53125,0.460526,0.588235,4
0.07758,0.482143,0.482143,0.65,0.52,0.488636,0.023734,0.026325,0.019963,1,0.53125,0.5,0.235294,4
0.128,0.589286,0.732143,0.616667,0.64,0.704545,0.023734,0.026325,0.019963,0.222222,0.754464,0.355263,0.248366,4
0.159,0.714286,0.767857,0.666667,0.72,0.606061,0.023734,0.026325,0.019963,1,0.553571,0.473684,0.411765,4
0.271,0.553571,0.892857,0.7,0.72,0.715909,0.674869,0.855203,0.634985,0.407302,0.71875,0.578947,0.434641,4
0.12,0.660714,0.767857,0.55,0.653333,0.515152,0.023734,0.026325,0.019963,0.777778,0.441964,0.578947,0.418301,4
0.0473,0.660714,0.732143,0.583333,0.653333,0.647727,0.023734,0.026325,0.019963,0.444444,0.6875,0.394737,0.362745,4
0.078477,0.36959,0.394102,0.40614,0.347568,0.659091,0.023734,0.026325,0.019963,1,0.741071,0.486842,0.261438,4
0.036,0.446429,0.5,0.483333,0.446667,0.776515,0.023734,0.026325,0.019963,0.555556,0.794643,0.539474,0.379085,4
0.006192,0.428571,0.517857,0.55,0.473333,0.795455,0.023734,0.026325,0.019963,0.222222,0.90625,0.421053,0.228758,4
0.085,0.36959,0.394102,0.40614,0.347568,0.784091,0.710995,0.529408,0.488979,0.777778,0.8125,0.394737,0.215686,4
0.06,0.839286,0.767857,0.85,0.84,0.674242,0.023734,0.026325,0.019963,0.777778,0.633929,0.473684,0.346405,4
0.07,0.589286,0.607143,0.616667,0.593333,0.583333,0.023734,0.026325,0.019963,0.888889,0.53125,0.460526,0.281046,4
0.107,0.660714,0.732143,0.616667,0.666667,0.863636,0.023734,0.026325,0.019963,0.777778,0.848214,0.526316,0.248366,4
0.2,0.660714,0.821429,0.65,0.713333,0.681818,0.023734,0.026325,0.019963,1,0.785714,0.434211,0.343137,4
0.04,0.482143,0.446429,0.516667,0.453333,0.674242,0.494241,0.276013,0.379475,0.407302,0.754464,0.289474,0.169935,4
0.12,0.714286,0.946429,0.716667,0.806667,0.575758,0.023734,0.026325,0.019963,0.407302,0.553571,0.526316,0.398693,4
0.05,0.36959,0.394102,0.40614,0.347568,0.587121,0.602618,0.565608,0.817493,0.888889,0.575893,0.486842,0.496732,4
0.048,0.553571,0.571429,0.633333,0.573333,0.768939,0.566492,0.674206,0.452478,0.333333,0.794643,0.526316,0.267974,4
0.187,0.714286,0.571429,0.683333,0.653333,0.757576,0.023734,0.026325,0.019963,0.444444,0.758929,0.526316,0.457516,4
0.024,0.321429,0.517857,0.266667,0.32,0.742424,0.458115,0.45701,0.306472,0.333333,0.825893,0.394737,0.183007,4
0.07758,0.464286,0.589286,0.5,0.493333,0.484848,0.023734,0.026325,0.019963,0.407302,0.571429,0.394737,0.248366,4
0.2,0.535714,0.553571,0.933333,0.68,0.814394,0.023734,0.026325,0.019963,0.888889,0.8125,0.526316,0.30719,4
