@relation admission_stats-weka.filters.unsupervised.attribute.Remove-R15-16-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceMissingValues

@attribute gender {Male,Female,Unknown}
@attribute Firgen numeric
@attribute famincome numeric
@attribute SATCRDG numeric
@attribute SATMATH numeric
@attribute SATWRTG numeric
@attribute SATTotal numeric
@attribute HSGPA numeric
@attribute ACTRead numeric
@attribute ACTMath numeric
@attribute ACTEngWrit numeric
@attribute APIScore numeric
@attribute FirstLang {English,EnglishandAnother,Another}
@attribute HSGPAunweighted numeric
@attribute Firstyrcumgpa {0,1,2,3,4}

@data
Male,0,0.1,0.660714,0.607143,0.6,0.613333,0.613636,0.571786,0.517127,0.537006,0.623153,English,0.723214,3
Male,1,0.03,0.696429,0.642857,0.7,0.68,0.659091,0.571786,0.517127,0.537006,0.222222,EnglishandAnother,0.776786,3
Female,0,0.11,0.607143,0.696429,0.683333,0.66,0.666667,0.571786,0.517127,0.537006,0.777778,English,0.723214,1
Male,1,0.029,0.625,0.964286,0.733333,0.786667,0.685606,0.62963,0.875,0.653846,0.444444,EnglishandAnother,0.714286,0
Male,1,0.0796,0.464286,0.321429,0.55,0.413333,0.69697,0.571786,0.517127,0.537006,0.333333,EnglishandAnother,0.642857,4
Female,1,0.09302,0.5,0.410714,0.533333,0.453333,0.784091,0.444444,0.541667,0.538462,0.666667,Another,0.848214,1
Female,0,0.095,0.446429,0.714286,0.5,0.533333,0.787879,0.37037,0.625,0.461538,0.555556,English,0.790179,1
Male,0,0.15826,0.714286,0.642857,0.583333,0.64,0.814394,0.571786,0.517127,0.537006,0.888889,English,0.803571,1
Female,1,0.067,0.517857,0.517857,0.566667,0.513333,0.723485,0.592593,0.458333,0.384615,0.623153,EnglishandAnother,0.8125,1
Male,0,0.17,0.553571,0.696429,0.616667,0.613333,0.787879,0.571786,0.517127,0.537006,1,EnglishandAnother,0.785714,3
Female,0,0.09302,0.696429,0.517857,0.7,0.633333,0.787879,0.571786,0.517127,0.537006,1,English,0.892857,1
Male,0,0.196347,0.642857,0.714286,0.766667,0.713333,0.757576,0.592593,0.666667,0.537006,0.888889,English,0.776786,3
Male,1,0.021,0.535714,0.446429,0.466667,0.453333,0.848485,0.571786,0.517127,0.537006,0.555556,EnglishandAnother,0.910714,3
Male,0,0.16,0.75,0.821429,0.65,0.746667,0.94697,0.571786,0.517127,0.537006,0.623153,English,0.928571,2
Female,0,0.063,0.821429,0.517857,0.816667,0.726667,0.882576,0.571786,0.517127,0.537006,0.777778,English,0.875,0
Female,0,0.065,0.678571,0.803571,0.666667,0.72,0.681818,0.571786,0.517127,0.537006,1,English,0.647321,2
Female,0,0.145,0.561603,0.589212,0.590667,0.565904,0.814394,0.814815,0.5,0.653846,0.666667,English,0.8125,1
Male,1,0.024,0.660714,0.517857,0.733333,0.633333,0.659091,0.571786,0.517127,0.537006,0.623153,EnglishandAnother,0.700893,0
Male,0,0.14,0.767857,0.928571,0.766667,0.84,0.753788,0.571786,0.517127,0.537006,0.623153,English,0.888393,2
Female,1,0.0341,0.517857,0.375,0.566667,0.46,0.537879,0.571786,0.517127,0.537006,0.623153,Another,0.508929,0
Male,0,0.09302,0.267857,0.767857,0.6,0.526667,0.609848,0.571786,0.517127,0.537006,0.623153,Another,0.642857,0
Female,0,0.09302,0.321429,0.803571,0.45,0.5,0.674242,0.571786,0.517127,0.537006,0.623153,Another,0.794643,4
Male,0,0.152756,0.714286,0.714286,0.75,0.733333,0.829545,0.571786,0.517127,0.537006,0.777778,English,0.799107,4
Female,0,0.1,0.561603,0.589212,0.590667,0.565904,0.719697,0.703704,0.708333,0.730769,1,EnglishandAnother,0.776786,0
Male,0,0.07,0.660714,0.678571,0.466667,0.586667,0.859848,0.62963,0.75,0.384615,0.888889,English,0.888393,2
Female,1,0.02,0.446429,0.321429,0.333333,0.32,0.791667,0.571786,0.517127,0.537006,0.333333,EnglishandAnother,0.933036,4
Female,1,0.0072,0.589286,0.517857,0.566667,0.54,0.848485,0.481481,0.583333,0.615385,0.777778,English,0.875,3
Female,0,0.1,0.482143,0.75,0.75,0.66,0.753788,0.571786,0.517127,0.537006,0.888889,English,0.754464,0
Male,1,0.0615,0.642857,0.839286,0.666667,0.72,0.647727,0.571786,0.517127,0.537006,1,EnglishandAnother,0.6875,2
Female,1,0.2,0.561603,0.589212,0.590667,0.565904,0.719697,0.571786,0.517127,0.537006,1,English,0.700893,2
Female,0,0.09,0.767857,0.535714,0.666667,0.653333,0.848485,0.571786,0.517127,0.537006,0.623153,English,0.848214,2
Female,0,0.11,0.561603,0.589212,0.590667,0.565904,0.621212,0.481481,0.5,0.461538,1,English,0.691964,3
Female,1,0.017,0.589286,0.375,0.65,0.52,0.863636,0.571786,0.517127,0.537006,0.777778,English,0.875,0
Male,0,1,0.696429,0.660714,0.566667,0.633333,0.772727,0.571786,0.517127,0.537006,0.623153,English,0.861607,4
Male,0,0.570001,0.678571,0.75,0.55,0.653333,0.776515,0.703704,0.708333,0.538462,0.777778,EnglishandAnother,0.754464,1
Female,1,0.0006,0.696429,0.321429,0.833333,0.613333,0.69697,0.777778,0.25,0.730769,0.623153,English,0.758929,2
Female,1,0.028,0.75,0.553571,0.783333,0.7,0.666667,0.571786,0.517127,0.537006,0.623153,English,0.669643,4
Male,1,0.12,0.714286,1,0.716667,0.826667,0.704545,0.571786,0.517127,0.537006,1,English,0.754464,4
Female,0,0.01,0.607143,0.803571,0.766667,0.733333,0.810606,0.571786,0.517127,0.537006,0.888889,English,0.794643,0
Female,0,0.0897,0.561603,0.589212,0.590667,0.565904,0.708333,1,0.833333,0.730769,0.623153,Another,0.834821,2
Female,0,0.15,0.75,0.678571,0.833333,0.766667,0.643939,0.571786,0.517127,0.537006,1,EnglishandAnother,0.6875,0
Male,0,0.13,0.428571,0.625,0.5,0.493333,0.814394,0.296296,0.541667,0.5,0.777778,English,0.924107,4
Female,1,0.08,0.464286,0.339286,0.45,0.38,0.708333,0.333333,0.375,0.423077,0.555556,EnglishandAnother,0.674107,1
Male,0,0.072983,0.696429,0.714286,0.616667,0.673333,0.734848,0.888889,0.75,0.615385,0.666667,English,0.71875,2
Female,0,0.05,0.392857,0.339286,0.533333,0.386667,0.708333,0.571786,0.517127,0.537006,0.555556,EnglishandAnother,0.674107,4
Female,1,0.055,0.339286,0.482143,0.383333,0.36,0.768939,0.444444,0.458333,0.5,0.555556,EnglishandAnother,0.866071,1
Female,1,0.035,0.357143,0.464286,0.45,0.386667,0.515152,0.185185,0.375,0.5,0.555556,EnglishandAnother,0.571429,1
Male,0,0.03,0.714286,0.910714,0.733333,0.8,0.674242,0.851852,0.75,0.807692,0.888889,EnglishandAnother,0.642857,3
Female,1,0.07,0.446429,0.428571,0.366667,0.373333,0.727273,0.571786,0.517127,0.537006,0.333333,Another,0.785714,3
Male,0,0.21,0.767857,0.732143,0.716667,0.746667,0.829545,0.571786,0.517127,0.537006,0.777778,English,0.933036,0
Male,0,0.121,0.561603,0.589212,0.590667,0.565904,0.712121,0.851852,0.625,0.846154,0.623153,EnglishandAnother,0.696429,1
Male,0,0.29,0.678571,0.678571,0.65,0.666667,0.484848,0.62963,0.75,0.807692,1,Another,0.450893,1
Female,0,0.09,0.5,0.392857,0.616667,0.48,0.753788,0.666667,0.25,0.576923,0.111111,Another,0.767857,3
Male,0,0.00017,0.696429,0.571429,0.783333,0.686667,0.795455,0.740741,0.541667,0.769231,0.777778,English,0.776786,3
Female,0,0.09,0.857143,0.678571,0.8,0.793333,0.848485,0.571786,0.517127,0.537006,0.777778,English,0.848214,0
Male,0,0.05,0.5,0.857143,0.566667,0.633333,0.829545,0.571786,0.517127,0.537006,1,Another,0.808036,4
Female,0,0.036,0.267857,0.428571,0.3,0.28,0.746212,0.571786,0.517127,0.537006,0.222222,EnglishandAnother,0.758929,2
Female,1,0.029065,0.642857,0.625,0.716667,0.66,0.867424,0.571786,0.517127,0.537006,0.555556,English,0.84375,1
Female,1,0,0.571429,0.607143,0.65,0.6,0.829545,0.571786,0.517127,0.537006,0.777778,English,0.799107,3
Male,0,0.024,0.678571,0.660714,0.533333,0.613333,0.587121,0.740741,0.625,0.615385,0.555556,English,0.504464,4
Male,0,0.1583,0.428571,0.678571,0.6,0.553333,0.587121,0.407407,0.75,0.730769,0.888889,English,0.53125,4
Male,1,0.007,0.410714,0.5,0.516667,0.446667,0.662879,0.571786,0.517127,0.537006,0.222222,Another,0.665179,2
Female,1,0.09302,0.482143,0.482143,0.65,0.52,0.488636,0.571786,0.517127,0.537006,1,English,0.53125,4
Male,0,0.092747,0.25,0.678571,0.566667,0.473333,0.625,0.296296,0.625,0.384615,1,English,0.625,1
Female,0,0.128,0.589286,0.732143,0.616667,0.64,0.704545,0.571786,0.517127,0.537006,0.222222,English,0.754464,4
Female,0,0.04,0.561603,0.589212,0.590667,0.565904,0.731061,0.555556,0.375,0.538462,1,Another,0.758929,2
Female,1,0.012,0.714286,0.625,0.516667,0.606667,0.829545,0.571786,0.517127,0.537006,0.888889,English,0.9375,1
Female,0,0.159,0.714286,0.767857,0.666667,0.72,0.606061,0.571786,0.517127,0.537006,1,Another,0.553571,4
Female,1,0.03,0.517857,0.339286,0.516667,0.426667,0.640152,0.571786,0.517127,0.537006,0.623153,Another,0.709821,2
Female,0,0.271,0.553571,0.892857,0.7,0.72,0.715909,0.666667,0.833333,0.615385,0.623153,EnglishandAnother,0.71875,4
Male,0,0.12,0.660714,0.767857,0.55,0.653333,0.515152,0.571786,0.517127,0.537006,0.777778,English,0.441964,4
Female,0,0.13,0.561603,0.589212,0.590667,0.565904,0.829545,0.777778,0.416667,0.769231,0.623153,EnglishandAnother,0.9375,0
Female,1,0.078,0.589286,0.482143,0.65,0.56,0.734848,0.571786,0.517127,0.537006,0.222222,English,0.6875,3
Male,0,0.0473,0.660714,0.732143,0.583333,0.653333,0.647727,0.571786,0.517127,0.537006,0.444444,EnglishandAnother,0.6875,4
Female,1,0.09,0.446429,0.517857,0.516667,0.466667,0.829545,0.407407,0.583333,0.538462,0.666667,English,0.897321,0
Female,0,0.078477,0.561603,0.589212,0.590667,0.565904,0.659091,0.571786,0.517127,0.537006,1,English,0.741071,4
Male,0,0.09302,0.642857,0.625,0.516667,0.58,0.640152,0.571786,0.517127,0.537006,0.666667,English,0.71875,3
Male,0,0.087,0.464286,0.946429,0.55,0.646667,0.715909,0.571786,0.517127,0.537006,1,EnglishandAnother,0.723214,2
Male,1,0.036,0.446429,0.5,0.483333,0.446667,0.776515,0.571786,0.517127,0.537006,0.555556,Another,0.794643,4
Female,0,0.07,0.553571,0.696429,0.666667,0.633333,0.712121,0.571786,0.517127,0.537006,0.222222,Another,0.709821,1
Female,1,0.05,0.607143,0.464286,0.583333,0.533333,0.757576,0.571786,0.517127,0.537006,0.777778,EnglishandAnother,0.892857,3
Female,1,0.033,0.553571,0.767857,0.533333,0.606667,0.863636,0.571786,0.517127,0.537006,1,English,0.857143,1
Female,0,0.28,0.75,0.678571,0.666667,0.7,0.829545,0.851852,0.708333,0.769231,1,English,0.830357,0
Male,0,0.25,0.696429,0.678571,0.616667,0.66,0.878788,0.851852,0.708333,0.653846,1,English,0.888393,2
Male,0,0.19,0.732143,0.928571,0.75,0.82,0.537879,0.571786,0.517127,0.537006,0.888889,EnglishandAnother,0.46875,3
Female,1,0.011271,0.714286,0.767857,0.566667,0.68,0.734848,0.962963,0.708333,0.576923,0.555556,EnglishandAnother,0.6875,3
Male,1,0.006192,0.428571,0.517857,0.55,0.473333,0.795455,0.571786,0.517127,0.537006,0.222222,EnglishandAnother,0.90625,4
Unknown,0,0.12,0.660714,0.678571,0.566667,0.626667,0.416667,0.571786,0.517127,0.537006,1,English,0.370536,0
Female,1,0.09302,0.696429,0.553571,0.8,0.686667,0.526515,0.571786,0.517127,0.537006,0.666667,English,0.486607,3
Female,0,0.15,0.660714,0.660714,0.683333,0.666667,0.545455,0.571786,0.517127,0.537006,0.623153,EnglishandAnother,0.642857,2
Female,1,0.036,0.561603,0.589212,0.590667,0.565904,0.848485,0.592593,0.833333,0.769231,1,EnglishandAnother,0.848214,0
Male,0,0.1,0.625,0.553571,0.45,0.52,0.583333,0.571786,0.517127,0.537006,0.623153,English,0.647321,3
Female,0,0.1,0.625,0.732143,0.733333,0.7,0.757576,0.571786,0.517127,0.537006,1,EnglishandAnother,0.741071,2
Female,0,0.24,0.732143,0.732143,0.666667,0.713333,0.583333,0.571786,0.517127,0.537006,0.888889,EnglishandAnother,0.508929,2
Female,0,0.15,0.5,0.589286,0.583333,0.54,0.587121,0.571786,0.517127,0.537006,0.623153,EnglishandAnother,0.691964,2
Female,0,0.036,0.589286,0.553571,0.516667,0.533333,0.810606,0.703704,0.708333,0.538462,0.555556,EnglishandAnother,0.794643,2
Female,0,0.085,0.561603,0.589212,0.590667,0.565904,0.784091,0.703704,0.458333,0.461538,0.777778,English,0.8125,4
Male,0,0.036,0.589286,0.785714,0.616667,0.66,0.693182,0.571786,0.517127,0.537006,0.666667,EnglishandAnother,0.691964,3
Male,0,0.600001,0.339286,0.892857,0.433333,0.533333,0.617424,0.571786,0.517127,0.537006,0.623153,Another,0.727679,3
Female,0,0.147,0.561603,0.589212,0.590667,0.565904,0.640152,0.571786,0.517127,0.537006,0.888889,English,0.607143,3
Male,0,0.16,0.561603,0.589212,0.590667,0.565904,0.666667,0.851852,0.625,0.769231,0.623153,English,0.705357,1
Male,0,0.21,0.875,0.803571,0.733333,0.82,0.674242,0.571786,0.517127,0.537006,1,English,0.754464,1
Male,0,0.15,0.553571,0.428571,0.55,0.486667,0.723485,0.518519,0.208333,0.576923,0.623153,English,0.821429,2
Female,0,0.045,0.767857,0.839286,0.733333,0.793333,1,1,0.708333,0.730769,0.777778,EnglishandAnother,1,0
Female,0,0.066,0.696429,0.75,0.8,0.76,0.727273,0.571786,0.517127,0.537006,0.777778,EnglishandAnother,0.714286,0
Female,0,0.12,0.428571,0.625,0.45,0.473333,0.719006,0.407407,0.625,0.5,1,Another,0.747357,0
Male,1,0.17,0.571429,0.839286,0.783333,0.74,0.795455,0.571786,0.517127,0.537006,0.777778,Another,0.785714,1
Male,0,0.089,0.678571,0.482143,0.566667,0.56,0.727273,0.851852,0.5,0.615385,1,English,0.767857,2
Male,0,0.187832,0.857143,0.785714,0.716667,0.8,0.397727,0.925926,0.75,0.615385,1,EnglishandAnother,0.348214,3
Female,0,0.075,0.678571,0.660714,0.566667,0.626667,0.863636,0.592593,0.75,0.653846,0.444444,English,0.866071,3
Male,0,0.09302,0.839286,0.767857,0.65,0.76,0.848485,0.571786,0.517127,0.537006,0.666667,English,0.834821,0
Male,0,0.09302,0.714286,0.928571,0.8,0.833333,0.617424,0.571786,0.517127,0.537006,1,English,0.727679,0
Unknown,0,0.1,0.561603,0.589212,0.590667,0.565904,0.799242,0.888889,0.5,0.730769,0.333333,EnglishandAnother,0.830357,0
Male,0,0.06,0.839286,0.767857,0.85,0.84,0.674242,0.571786,0.517127,0.537006,0.777778,English,0.633929,4
Male,0,0.07,0.642857,0.857143,0.533333,0.673333,0.651515,0.571786,0.517127,0.537006,0.777778,EnglishandAnother,0.625,3
Male,0,0.241586,0.803571,0.75,0.9,0.84,0.522727,0.571786,0.517127,0.537006,1,English,0.486607,0
Female,1,0.07,0.589286,0.607143,0.616667,0.593333,0.583333,0.571786,0.517127,0.537006,0.888889,EnglishandAnother,0.53125,4
Male,0,0.07,0.625,0.589286,0.483333,0.546667,0.606061,0.518519,0.666667,0.5,0.623153,English,0.633929,0
Male,1,0.02,0.767857,0.803571,0.666667,0.753333,0.738636,0.571786,0.517127,0.537006,0.777778,English,0.700893,0
Male,0,0.107,0.660714,0.732143,0.616667,0.666667,0.863636,0.571786,0.517127,0.537006,0.777778,English,0.848214,4
Male,0,0.25,0.696429,0.714286,0.633333,0.68,0.776515,0.571786,0.517127,0.537006,0.888889,EnglishandAnother,0.754464,3
Female,1,0.08,0.535714,0.535714,0.566667,0.526667,0.712121,0.571786,0.517127,0.537006,0.777778,Another,0.803571,2
Male,0,0.2,0.660714,0.821429,0.65,0.713333,0.681818,0.571786,0.517127,0.537006,1,English,0.785714,4
Male,0,0.03,0.678571,0.678571,0.716667,0.693333,0.784091,0.814815,0.583333,0.692308,1,Another,0.825893,3
Female,0,0.109,0.625,0.625,0.716667,0.653333,0.647727,0.571786,0.517127,0.537006,0.444444,English,0.727679,3
Male,1,0.04,0.482143,0.446429,0.516667,0.453333,0.674242,0.481481,0.166667,0.346154,0.623153,EnglishandAnother,0.754464,4
Female,0,0.09,0.732143,0.75,0.8,0.773333,0.659091,0.571786,0.517127,0.537006,0.888889,English,0.732143,1
Male,0,0.12,0.714286,0.946429,0.716667,0.806667,0.575758,0.571786,0.517127,0.537006,0.623153,English,0.553571,4
Female,1,0.032,0.464286,0.607143,0.433333,0.473333,0.598485,0.571786,0.517127,0.537006,1,English,0.705357,2
Female,0,0.19,0.714286,0.910714,0.833333,0.84,0.564394,0.571786,0.517127,0.537006,1,EnglishandAnother,0.513393,1
Female,0,0.05,0.561603,0.589212,0.590667,0.565904,0.587121,0.592593,0.5,0.807692,0.888889,English,0.575893,4
Female,0,0.075,0.561603,0.589212,0.590667,0.565904,0.727273,0.62963,0.458333,0.538462,0.888889,English,0.857143,0
Female,0,0.049,0.561603,0.589212,0.590667,0.565904,0.776515,0.851852,0.625,0.846154,0.623153,EnglishandAnother,0.875,3
Male,0,0.15,0.892857,0.75,0.666667,0.78,0.757576,0.888889,0.833333,0.576923,0.623153,English,0.803571,0
Female,0,0.16,0.5,0.553571,0.516667,0.5,0.469697,0.571786,0.517127,0.537006,1,EnglishandAnother,0.508929,3
Male,0,0.085,0.678571,0.553571,0.716667,0.646667,0.799242,0.571786,0.517127,0.537006,0.623153,English,0.866071,3
Female,1,0.11,0.589286,0.428571,0.5,0.48,0.810606,0.571786,0.517127,0.537006,0.444444,Another,0.875,2
Male,0,0.1,0.625,0.678571,0.533333,0.6,0.261364,0.571786,0.517127,0.537006,0.777778,Another,0.272321,3
Male,0,0.09302,0.696429,0.892857,0.866667,0.84,0.727273,0.571786,0.517127,0.537006,1,EnglishandAnother,0.732143,2
Female,0,0.25,0.857143,0.785714,0.833333,0.846667,0.761364,0.571786,0.517127,0.537006,0.623153,English,0.767857,2
Female,0,0.2,0.625,0.607143,0.783333,0.673333,0.617424,0.571786,0.517127,0.537006,0.777778,English,0.647321,0
Female,0,0.09302,0.625,0.571429,0.766667,0.653333,0.659091,0.571786,0.517127,0.537006,1,English,0.611607,2
Male,0,0.010013,0.678571,0.571429,0.716667,0.653333,0.526515,0.571786,0.517127,0.537006,1,English,0.526786,3
Female,1,0.046,0.321429,0.464286,0.35,0.333333,0.757576,0.571786,0.517127,0.537006,0.333333,EnglishandAnother,0.799107,2
Female,0,0.09302,0.732143,0.875,0.7,0.78,0.761364,0.571786,0.517127,0.537006,1,English,0.816964,1
Male,1,0.048,0.553571,0.571429,0.633333,0.573333,0.768939,0.555556,0.625,0.423077,0.333333,EnglishandAnother,0.794643,4
Unknown,0,0.213,0.642857,0.625,0.766667,0.68,0.549242,0.571786,0.517127,0.537006,0.623153,English,0.611607,1
Female,1,0.05445,0.561603,0.589212,0.590667,0.565904,0.496212,0.666667,0.208333,0.461538,0.623153,English,0.584821,3
Female,0,0.07,0.660714,0.732143,0.733333,0.713333,0.981061,0.62963,0.791667,0.846154,0.666667,English,0.977679,0
Male,0,0.065,0.625,0.892857,0.733333,0.76,0.795455,0.571786,0.517127,0.537006,1,English,0.816964,0
Female,0,0.187,0.714286,0.571429,0.683333,0.653333,0.757576,0.571786,0.517127,0.537006,0.444444,English,0.758929,4
Male,0,0.108,0.625,0.660714,0.533333,0.593333,0.772727,0.777778,0.583333,0.615385,0.333333,English,0.732143,2
Male,0,0.0235,0.607143,0.875,0.766667,0.76,0.829545,0.571786,0.517127,0.537006,0.555556,English,0.888393,0
Female,0,0.22,0.642857,0.732143,0.616667,0.66,0.742424,0.571786,0.517127,0.537006,1,English,0.714286,1
Female,0,0.15,0.642857,0.714286,0.816667,0.733333,0.753788,0.571786,0.517127,0.537006,1,English,0.709821,1
Female,0,0.108,0.561603,0.589212,0.590667,0.565904,0.674242,0.740741,0.583333,0.538462,0.623153,EnglishandAnother,0.71875,3
Female,1,0.022,0.607143,0.589286,0.533333,0.56,0.659091,0.555556,0.458333,0.653846,0.333333,EnglishandAnother,0.611607,3
Male,0,0.15348,0.571429,0.839286,0.783333,0.74,0.742424,0.571786,0.517127,0.537006,1,EnglishandAnother,0.754464,2
Male,0,0.041,0.625,0.678571,0.55,0.606667,0.67803,0.571786,0.517127,0.537006,0.444444,English,0.799107,0
Female,0,0.18117,0.464286,0.785714,0.683333,0.64,0.795455,0.777778,0.708333,0.615385,0.666667,Another,0.857143,0
Male,0,0.145,0.589286,0.767857,0.616667,0.653333,0.787879,0.571786,0.517127,0.537006,0.555556,English,0.785714,2
Female,1,0.032,0.428571,0.410714,0.45,0.393333,0.640152,0.571786,0.517127,0.537006,0.888889,EnglishandAnother,0.633929,1
Male,0,0.03156,0.561603,0.589212,0.590667,0.565904,0.742424,0.571786,0.517127,0.537006,0,EnglishandAnother,0.714286,2
Female,0,0.25,0.464286,0.553571,0.566667,0.506667,0.814394,0.571786,0.517127,0.537006,0.666667,Another,0.803571,3
Female,1,0.085343,0.589286,0.642857,0.733333,0.653333,0.772727,0.444444,0.75,0.653846,0.888889,English,0.732143,1
Female,1,0.028,0.375,0.5,0.533333,0.44,0.799242,0.571786,0.517127,0.537006,0.666667,EnglishandAnother,0.941964,3
Female,0,0.042,0.517857,0.660714,0.633333,0.593333,0.931818,0.571786,0.517127,0.537006,0.888889,English,0.9375,3
Male,1,0.024,0.321429,0.517857,0.266667,0.32,0.742424,0.444444,0.375,0.269231,0.333333,Another,0.825893,4
Male,0,0.15,0.660714,0.767857,0.866667,0.78,0.643939,0.571786,0.517127,0.537006,0.666667,English,0.669643,1
Male,0,0.165,0.535714,0.732143,0.733333,0.666667,0.727273,0.571786,0.517127,0.537006,1,EnglishandAnother,0.816964,0
Female,0,0.033,0.553571,0.589286,0.733333,0.62,0.772727,0.571786,0.517127,0.537006,0.666667,English,0.767857,0
Female,1,0.022841,0.392857,0.535714,0.5,0.446667,0.897727,0.555556,0.5,0.576923,0.333333,Another,0.897321,2
Female,0,0.2,0.517857,0.660714,0.5,0.54,0.859848,0.571786,0.517127,0.537006,0.888889,English,0.946429,2
Female,0,0.005,0.696429,0.696429,0.616667,0.666667,0.863636,0.571786,0.517127,0.537006,0.888889,English,0.897321,1
Female,1,0.023,0.535714,0.607143,0.566667,0.553333,0.69697,0.481481,0.5,0.346154,0.444444,EnglishandAnother,0.776786,1
Female,0,0.09302,0.464286,0.589286,0.5,0.493333,0.484848,0.571786,0.517127,0.537006,0.623153,EnglishandAnother,0.571429,4
Male,0,0.083329,0.803571,0.767857,0.733333,0.78,0.890152,0.925926,0.583333,0.653846,0.623153,English,0.946429,1
Female,1,0.09302,0.339286,0.589286,0.4,0.406667,0.863636,0.571786,0.517127,0.537006,1,English,1,2
Female,0,0.2,0.535714,0.553571,0.933333,0.68,0.814394,0.571786,0.517127,0.537006,0.888889,Another,0.8125,4
Male,0,0.028,0.696429,0.732143,0.7,0.713333,0.632576,0.571786,0.517127,0.537006,0.623153,EnglishandAnother,0.611607,3
Male,0,0.25,0.714286,0.946429,0.716667,0.806667,0.833333,0.571786,0.517127,0.537006,0.623153,English,0.883929,3
Male,0,0.059,0.5,0.482143,0.583333,0.5,0.734848,0.571786,0.517127,0.537006,0.888889,Another,0.71875,4
Female,0,0.09302,0.5,0.589286,0.533333,0.52,0.757576,0.571786,0.517127,0.537006,1,Another,0.861607,1
Female,0,0.09,0.561603,0.589212,0.590667,0.565904,0.765152,0.925926,0.75,0.769231,0.623153,English,0.745536,0
Male,0,0.143836,0.732143,0.767857,0.766667,0.766667,0.893939,0.925926,0.833333,0.769231,0.666667,English,0.90625,1
Male,0,0.266,0.660714,0.410714,0.733333,0.593333,0.57197,0.571786,0.517127,0.537006,0.333333,English,0.553571,1
Female,0,0.07,0.5,0.482143,0.566667,0.493333,0.80303,0.571786,0.517127,0.537006,1,EnglishandAnother,0.803571,2
Male,0,0.139,0.696429,0.696429,0.683333,0.693333,0.848485,0.703704,0.541667,0.692308,0.777778,English,0.879464,0
Female,1,0.02,0.392857,0.196429,0.433333,0.293333,0.469697,0.571786,0.517127,0.537006,0.222222,EnglishandAnother,0.517857,3
Female,0,0.078,0.625,0.696429,0.616667,0.64,0.848485,0.571786,0.517127,0.537006,0.623153,English,0.848214,4
Male,0,0.12,0.785714,0.821429,0.683333,0.773333,0.753788,0.703704,0.666667,0.346154,0.777778,English,0.84375,1
Male,0,0.025,0.375,0.5,0.533333,0.44,0.621212,0.259259,0.541667,0.461538,0.555556,EnglishandAnother,0.651786,3
Male,1,0.0482,0.571429,0.571429,0.433333,0.5,0.587121,0.571786,0.517127,0.537006,0.333333,EnglishandAnother,0.59375,4
Male,1,0.030132,0.410714,0.482143,0.366667,0.38,0.776515,0.571786,0.517127,0.537006,0.333333,English,0.915179,4
Female,0,0.13,0.5,0.392857,0.566667,0.46,0.715909,0.481481,0.458333,0.538462,0.777778,English,0.727679,3
Male,0,0.09302,0.607143,0.767857,0.65,0.673333,0.681818,0.571786,0.517127,0.537006,0.888889,Another,0.660714,3
Male,0,0.09302,0.589286,0.696429,0.45,0.56,0.848485,0.571786,0.517127,0.537006,0.888889,English,0.946429,0
Female,0,0.15,0.553571,0.678571,0.55,0.58,0.776515,0.555556,0.625,0.692308,1,EnglishandAnother,0.754464,0
Male,0,0.13,0.589286,0.660714,0.633333,0.62,0.863636,0.571786,0.517127,0.537006,0.777778,English,0.9375,0
Male,1,0.04,0.571429,0.607143,0.516667,0.546667,0.742424,0.571786,0.517127,0.537006,0.777778,EnglishandAnother,0.714286,3
Female,1,0.021914,0.561603,0.589212,0.590667,0.565904,0.795455,0.407407,0.291667,0.423077,0.222222,EnglishandAnother,0.9375,1
Male,0,0.15,0.714286,0.732143,0.816667,0.766667,0.719697,0.851852,0.708333,0.807692,1,English,0.700893,1
Female,1,0.01,0.561603,0.589212,0.590667,0.565904,0.534091,0.074074,0.166667,0.192308,0.444444,EnglishandAnother,0.571429,2
Female,0,0.2,0.561603,0.589212,0.590667,0.565904,0.799242,0.555556,0.708333,0.653846,0.777778,English,0.794643,1
Female,0,0.11,1,0.696429,0.633333,0.786667,0.674242,0.571786,0.517127,0.537006,1,Another,0.674107,4
Male,1,0.065,0.339286,0.625,0.516667,0.466667,0.795455,0.571786,0.517127,0.537006,0.623153,English,0.857143,3
Female,0,0.05,0.553571,0.767857,0.716667,0.68,0.67803,0.571786,0.517127,0.537006,1,English,0.776786,0
Female,0,0.09302,0.785714,0.553571,0.616667,0.646667,0.765152,0.571786,0.517127,0.537006,0.777778,EnglishandAnother,0.785714,1
Male,0,0.136,0.553571,0.857143,0.7,0.706667,0.727273,0.571786,0.517127,0.537006,1,Another,0.669643,3
Male,0,0.09302,1,0.839286,0.883333,0.94,0.909091,0.571786,0.517127,0.537006,0.623153,English,0.924107,0
Female,0,0.19,0.714286,0.678571,0.85,0.76,0.742424,0.777778,0.666667,0.653846,1,Another,0.714286,2
Male,0,0.4,0.678571,0.625,0.733333,0.68,0.791667,0.571786,0.517127,0.537006,0.777778,English,0.754464,1
Female,0,0.1,0.5,0.410714,0.5,0.44,0.518939,0.571786,0.517127,0.537006,0.623153,English,0.571429,1
Male,0,0.13,0.339286,0.571429,0.45,0.42,0.621212,0.571786,0.517127,0.537006,1,Another,0.732143,4
