@relation admission_stats-weka.filters.unsupervised.attribute.Remove-R15-16-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceMissingValues

@attribute gender {Male,Female,Unknown}
@attribute Firgen numeric
@attribute famincome numeric
@attribute SATCRDG numeric
@attribute SATMATH numeric
@attribute SATWRTG numeric
@attribute SATTotal numeric
@attribute HSGPA numeric
@attribute ACTRead numeric
@attribute ACTMath numeric
@attribute ACTEngWrit numeric
@attribute APIScore numeric
@attribute FirstLang {English,EnglishandAnother,Another}
@attribute HSGPAunweighted numeric
@attribute Firstyrcumgpa {0,1,2,3,4}

@data
Male,0,0.13,0.561603,0.589212,0.590667,0.565904,0.67803,0.571786,0.517127,0.537006,0.623153,English,0.799107,0
Female,0,0.19,0.607143,0.464286,0.866667,0.646667,0.80303,0.571786,0.517127,0.537006,0.777778,English,0.946429,0
Female,1,0.02,0.535714,0.482143,0.733333,0.573333,0.659091,0.571786,0.517127,0.537006,0.555556,EnglishandAnother,0.732143,4
Male,0,0.15,0.678571,0.910714,0.683333,0.766667,0.795455,0.571786,0.517127,0.537006,0.888889,English,0.776786,0
Female,1,0.092,0.25,0.535714,0.416667,0.36,0.708333,0.571786,0.517127,0.537006,0.888889,English,0.754464,4
Male,1,0.1,0.553571,0.696429,0.416667,0.533333,0.848485,0.571786,0.517127,0.537006,0.444444,English,0.861607,3
Female,0,0.079,0.535714,0.589286,0.816667,0.646667,0.780303,0.571786,0.517127,0.537006,0.623153,English,0.919643,3
Female,0,0.1,0.642857,0.375,0.666667,0.546667,0.674242,0.571786,0.517127,0.537006,0.888889,English,0.674107,3
Male,0,0.353,0.553571,0.607143,0.733333,0.626667,0.708333,0.571786,0.517127,0.537006,0.777778,English,0.714286,0
Female,0,0.274302,0.642857,0.714286,0.816667,0.733333,0.674242,0.571786,0.517127,0.537006,1,English,0.794643,1
Female,0,0.037,0.839286,0.767857,0.883333,0.853333,0.935606,0.571786,0.517127,0.537006,0.777778,EnglishandAnother,0.955357,1
Male,0,0.055,0.714286,0.696429,0.733333,0.72,0.761364,0.888889,0.666667,0.769231,0.222222,English,0.732143,2
Male,0,0.045,0.678571,0.446429,0.616667,0.566667,0.719697,0.571786,0.517127,0.537006,0.623153,English,0.776786,2
Female,0,0.0995,0.561603,0.589212,0.590667,0.565904,0.715909,0.444444,0.583333,0.346154,0.666667,Another,0.799107,3
Male,0,0.45,0.5,0.732143,0.783333,0.673333,0.594697,0.571786,0.517127,0.537006,1,EnglishandAnother,0.553571,3
Female,0,0.15,0.482143,0.553571,0.583333,0.52,0.734848,0.666667,0.541667,0.576923,0.555556,English,0.732143,3
Female,0,0.269,0.821429,0.767857,0.733333,0.786667,0.659091,0.571786,0.517127,0.537006,1,English,0.625,3
Male,1,0.015,0,0.160714,0.3,0.08,0.375,0.037037,0.083333,0.153846,0,Another,0.330357,4
Female,0,0.14,0.678571,0.642857,0.8,0.713333,0.810606,0.571786,0.517127,0.537006,0.666667,EnglishandAnother,0.794643,1
Female,0,0.022,0.767857,0.517857,0.483333,0.573333,0.818182,0.571786,0.517127,0.537006,0.333333,English,0.825893,3
Female,0,0.22,0.5,0.535714,0.65,0.546667,0.530303,0.571786,0.517127,0.537006,1,EnglishandAnother,0.589286,0
Female,0,0.09302,0.535714,0.5,0.533333,0.5,0.405303,0.571786,0.517127,0.537006,1,English,0.419643,3
Female,1,0.09302,0.446429,0.553571,0.516667,0.48,0.80303,0.555556,0.5,0.461538,0.111111,Another,0.799107,0
Female,0,0.15,0.517857,0.625,0.6,0.566667,0.693182,0.571786,0.517127,0.537006,0.888889,English,0.732143,0
Male,0,0.15,0.589286,0.982143,0.733333,0.78,0.659091,0.571786,0.517127,0.537006,1,Another,0.776786,0
Male,1,0.06,0.660714,0.482143,0.783333,0.64,0.867424,0.814815,0.416667,0.730769,1,English,0.84375,0
Male,0,0.2,0.696429,0.696429,0.6,0.66,0.674242,0.571786,0.517127,0.537006,0.888889,EnglishandAnother,0.633929,3
Female,0,0.1,0.339286,0.642857,0.433333,0.44,0.727273,0.571786,0.517127,0.537006,0.777778,EnglishandAnother,0.857143,4
Male,0,0.45,0.75,0.982143,0.8,0.866667,0.829545,0.571786,0.517127,0.537006,0.888889,English,0.830357,1
Female,1,0.08295,0.589286,0.535714,0.616667,0.566667,0.784091,0.592593,0.583333,0.538462,0.555556,English,0.821429,1
Female,0,0.114,0.732143,0.767857,0.916667,0.826667,0.814394,0.571786,0.517127,0.537006,0.888889,English,0.803571,2
Male,0,0.091,0.561603,0.589212,0.590667,0.565904,0.772727,0.740741,0.541667,0.538462,0.111111,EnglishandAnother,0.776786,0
Female,1,0.031,0.392857,0.357143,0.466667,0.366667,0.469697,0.571786,0.517127,0.537006,0.111111,EnglishandAnother,0.477679,4
Female,1,0.036,0.607143,0.714286,0.633333,0.646667,0.795455,0.571786,0.517127,0.537006,0.666667,English,0.857143,1
Female,1,0.021,0.517857,0.392857,0.633333,0.493333,0.916667,0.518519,0.458333,0.538462,0.777778,EnglishandAnother,0.915179,1
Male,1,0.07,0.553571,0.732143,0.683333,0.653333,0.924242,0.571786,0.517127,0.537006,0.888889,EnglishandAnother,0.977679,2
Female,1,0.04,0.392857,0.196429,0.35,0.26,0.829545,0.481481,0.166667,0.307692,0.444444,EnglishandAnother,0.821429,0
Male,0,0.066,0.75,0.803571,0.65,0.74,0.621212,1,0.708333,0.769231,0.888889,Another,0.571429,2
Female,1,0.012,0.5,0.482143,0.55,0.486667,0.621212,0.571786,0.517127,0.537006,0.111111,EnglishandAnother,0.553571,2
Female,1,0.021,0.178571,0.267857,0.25,0.166667,0.943182,0.148148,0.25,0.230769,0.222222,Another,0.959821,4
Female,0,0.301,0.607143,0.571429,0.55,0.56,0.659091,0.571786,0.517127,0.537006,0.623153,EnglishandAnother,0.683036,4
Male,0,0.09302,0.625,0.625,0.616667,0.613333,0.742424,0.571786,0.517127,0.537006,0.444444,English,0.714286,3
Female,0,0.134,0.75,0.660714,0.8,0.746667,0.590909,0.571786,0.517127,0.537006,0.888889,English,0.629464,0
Female,1,0.08,0.357143,0.428571,0.483333,0.386667,0.810606,0.296296,0.458333,0.461538,0.444444,English,0.834821,2
Male,0,0.09302,0.571429,0.857143,0.566667,0.66,0.564394,0.571786,0.517127,0.537006,0.623153,Another,0.607143,3
Female,1,0.06,0.607143,0.482143,0.583333,0.54,0.659091,0.571786,0.517127,0.537006,0.623153,EnglishandAnother,0.776786,1
Female,0,0.25,0.642857,0.517857,0.6,0.573333,0.647727,0.571786,0.517127,0.537006,0.888889,Another,0.678571,4
Female,0,0.01,0.714286,0.553571,0.666667,0.64,0.55303,0.571786,0.517127,0.537006,0.222222,Another,0.491071,3
Male,1,0.025,0.561603,0.589212,0.590667,0.565904,0.753788,0.571786,0.517127,0.537006,0.222222,Another,0.776786,0
Male,1,0.011107,0.285714,0.285714,0.483333,0.306667,0.882576,0.571786,0.517127,0.537006,0.222222,Another,1,1
Female,0,0.067,0.375,0.678571,0.466667,0.48,0.708333,0.444444,0.666667,0.461538,0.666667,English,0.754464,3
Female,0,0.09302,0.561603,0.589212,0.590667,0.565904,0.768939,0.814815,0.583333,0.615385,0.888889,EnglishandAnother,0.794643,0
Male,1,0.058,0.625,0.660714,0.616667,0.626667,0.829545,0.703704,0.625,0.538462,0.888889,EnglishandAnother,0.821429,4
Female,1,0.001245,0.561603,0.589212,0.590667,0.565904,0.659091,0.571786,0.517127,0.537006,0.111111,Another,0.651786,1
Female,0,0.13,0.75,0.696429,0.583333,0.673333,0.848485,0.571786,0.517127,0.537006,1,EnglishandAnother,0.870536,1
Male,0,0.0125,0.428571,0.357143,0.366667,0.34,0.761364,0.571786,0.517127,0.537006,0.555556,Another,0.700893,3
Male,0,0.065,0.642857,0.821429,0.7,0.726667,0.814394,0.571786,0.517127,0.537006,0.888889,English,0.848214,2
Female,1,0.074,0.678571,0.732143,0.683333,0.7,0.965909,0.851852,0.75,0.615385,0.777778,English,0.977679,0
Female,1,0.047685,0.625,0.678571,0.666667,0.653333,0.681818,0.571786,0.517127,0.537006,0.444444,English,0.705357,0
Female,0,0.034,0.642857,0.589286,0.633333,0.613333,0.848485,0.666667,0.625,0.846154,0.777778,English,0.9375,0
Male,0,0.09302,0.696429,0.5,0.633333,0.6,0.727273,0.571786,0.517127,0.537006,0.623153,English,0.714286,4
Male,0,0.095,0.571429,0.767857,0.583333,0.633333,0.621212,0.571786,0.517127,0.537006,0.222222,English,0.553571,3
Female,0,0.750001,0.553571,0.696429,0.55,0.586667,0.905303,0.666667,0.541667,0.537006,0.444444,English,0.964286,1
Female,1,0.085,0.803571,0.75,0.683333,0.753333,0.981061,0.571786,0.517127,0.537006,0.888889,English,0.977679,4
Female,1,0.031,0.321429,0.285714,0.5,0.326667,0.640152,0.222222,0.208333,0.423077,0.666667,Another,0.683036,3
Female,0,0.056,0.892857,0.696429,0.733333,0.786667,0.984848,0.571786,0.517127,0.537006,0.333333,English,1,0
Female,0,0.06,0.561603,0.589212,0.590667,0.565904,0.810606,0.555556,0.5,0.615385,0.333333,English,0.852679,4
Male,0,0.162309,0.561603,0.589212,0.590667,0.565904,0.761364,0.777778,0.541667,0.653846,0.623153,English,0.776786,1
Male,1,0.09302,0.517857,0.642857,0.316667,0.46,0.606061,0.296296,0.5,0.269231,0.666667,EnglishandAnother,0.633929,4
Female,0,0.166401,0.660714,0.589286,0.7,0.646667,0.859848,0.555556,0.625,0.576923,0.555556,English,0.888393,1
Male,0,0.1,0.571429,0.696429,0.516667,0.58,0.659091,0.571786,0.517127,0.537006,0.555556,English,0.642857,2
Female,1,0.113071,0.5,0.339286,0.466667,0.4,0.617424,0.571786,0.517127,0.537006,0.777778,Another,0.669643,0
Male,0,0.079176,0.553571,0.482143,0.566667,0.513333,0.643939,0.407407,0.458333,0.384615,1,English,0.6875,2
Female,0,0.1,0.561603,0.589212,0.590667,0.565904,0.590909,0.571786,0.517127,0.537006,0,EnglishandAnother,0.665179,2
Male,1,0.03,0.535714,0.660714,0.6,0.586667,0.799242,0.481481,0.625,0.653846,0.666667,EnglishandAnother,0.866071,1
Female,0,0.071,0.660714,0.607143,0.533333,0.586667,0.723485,0.62963,0.541667,0.538462,0.888889,English,0.727679,0
Female,0,0.4,0.660714,1,0.733333,0.813333,0.916667,0.571786,0.517127,0.537006,0.623153,English,0.915179,1
Female,1,0.025,0.410714,0.5,0.483333,0.433333,0.587121,0.37037,0.166667,0.307692,0.111111,EnglishandAnother,0.553571,4
Male,1,0.035,0.553571,0.446429,0.566667,0.5,0.67803,0.571786,0.517127,0.537006,0.222222,EnglishandAnother,0.602679,3
Male,1,0.035,0.410714,0.357143,0.633333,0.44,0.647727,0.571786,0.517127,0.537006,0.333333,Another,0.714286,3
Female,0,0.0408,0.5,0.482143,0.6,0.506667,0.734848,0.481481,0.416667,0.692308,0.222222,English,0.776786,1
Male,1,0.1,0.678571,0.535714,0.55,0.573333,0.530303,0.571786,0.517127,0.537006,0.623153,English,0.625,1
Male,0,0.145,0.678571,0.625,0.516667,0.593333,0.670455,0.571786,0.517127,0.537006,0.444444,English,0.65625,2
Female,1,0.0239,0.339286,0.428571,0.516667,0.393333,0.776515,0.571786,0.517127,0.537006,0.777778,EnglishandAnother,0.794643,1
Male,0,0.25,0.660714,0.75,0.6,0.666667,0.806818,0.777778,0.625,0.538462,0.111111,English,0.763393,1
Male,0,0.3,0.839286,0.642857,0.766667,0.76,0.606061,0.571786,0.517127,0.537006,0.623153,English,0.678571,3
Female,0,0.09795,0.517857,0.660714,0.6,0.58,0.829545,0.571786,0.517127,0.537006,1,English,0.897321,0
Male,1,0.04488,0.339286,0.607143,0.366667,0.4,0.742424,0.571786,0.517127,0.537006,0.444444,Another,0.834821,2
Male,0,0.2,0.607143,0.803571,0.566667,0.653333,0.693182,0.740741,0.75,0.615385,1,English,0.691964,1
Female,1,0.112,0.561603,0.589212,0.590667,0.565904,0.829545,0.571786,0.517127,0.537006,0.111111,Another,0.830357,4
Female,1,0.130212,0.642857,0.660714,0.666667,0.653333,0.810606,0.571786,0.517127,0.537006,0.623153,English,0.794643,0
Male,1,0.068,0.5,0.5,0.516667,0.48,0.734848,0.571786,0.517127,0.537006,0.666667,English,0.71875,4
Male,0,0.19952,0.535714,0.803571,0.633333,0.653333,0.776515,0.481481,0.916667,0.653846,1,English,0.754464,4
Female,1,0.0178,0.178571,0.446429,0.283333,0.246667,0.795455,0.571786,0.517127,0.537006,0.444444,Another,0.857143,3
Female,0,0.193,0.75,0.678571,0.666667,0.7,0.719697,0.571786,0.517127,0.537006,0.777778,EnglishandAnother,0.678571,3
Female,0,0.098119,0.446429,0.464286,0.516667,0.446667,0.787879,0.62963,0.541667,0.538462,0.555556,EnglishandAnother,0.785714,2
Female,1,0.02,0.446429,0.375,0.466667,0.393333,0.55303,0.571786,0.517127,0.537006,1,EnglishandAnother,0.571429,3
Female,0,0.16,0.660714,0.625,0.666667,0.646667,0.829545,0.555556,0.666667,0.615385,0.555556,English,0.897321,0
Male,0,0.1,0.561603,0.589212,0.590667,0.565904,0.719697,0.666667,0.583333,0.538462,0.623153,English,0.816964,1
Male,1,0.03,0.357143,0.5,0.366667,0.366667,0.859848,0.222222,0.208333,0.346154,0.333333,Another,0.883929,2
Male,0,0.09302,0.561603,0.589212,0.590667,0.565904,0.594697,0.444444,0.666667,0.423077,0.623153,EnglishandAnother,0.700893,4
Female,0,0.11,0.660714,0.678571,0.75,0.7,0.791667,0.571786,0.517127,0.537006,0.666667,English,0.754464,0
Female,0,0.01296,0.561603,0.589212,0.590667,0.565904,0.382576,0.518519,0.291667,0.384615,1,Another,0.450893,3
Female,1,0.05,0.375,0.625,0.533333,0.486667,0.606061,0.571786,0.517127,0.537006,0.555556,EnglishandAnother,0.714286,3
Female,0,0.02,0.714286,0.357143,0.65,0.56,0.719697,0.571786,0.517127,0.537006,0.333333,English,0.776786,0
Female,1,0.019,0.375,0.428571,0.516667,0.406667,0.772727,0.259259,0.416667,0.384615,0.111111,Another,0.741071,4
Female,0,0.082,0.821429,0.607143,0.833333,0.766667,0.799242,0.571786,0.517127,0.537006,0.623153,English,0.794643,3
Female,1,0.036009,0.464286,0.535714,0.416667,0.44,0.628788,0.571786,0.517127,0.537006,0.111111,Another,0.598214,3
Female,1,0.078,0.678571,0.875,0.666667,0.746667,0.69697,0.571786,0.517127,0.537006,0.666667,English,0.642857,1
Female,0,0.175,0.589286,0.660714,0.566667,0.593333,0.814394,0.814815,0.583333,0.538462,0.444444,English,0.8125,2
Male,0,0.085,0.517857,0.535714,0.7,0.573333,0.659091,0.571786,0.517127,0.537006,0.555556,English,0.611607,3
Male,0,0.011505,0.660714,0.875,0.616667,0.72,0.715909,0.571786,0.517127,0.537006,0.888889,English,0.665179,2
Female,1,0.069,0.482143,0.678571,0.4,0.493333,0.829545,0.555556,0.583333,0.5,0.444444,English,0.799107,3
Female,1,0.127,0.589286,0.892857,0.816667,0.78,0.693182,0.571786,0.517127,0.537006,1,EnglishandAnother,0.651786,2
Male,0,0.04,0.5,0.678571,0.55,0.56,0.628788,0.571786,0.517127,0.537006,0.111111,English,0.65625,1
Female,1,0.027,0.517857,0.178571,0.55,0.38,0.787879,0.777778,0.125,0.615385,0,EnglishandAnother,0.785714,3
Female,1,0.065,0.589286,0.428571,0.65,0.54,0.708333,0.571786,0.517127,0.537006,0.777778,EnglishandAnother,0.714286,2
Female,0,0.105,0.767857,0.696429,0.783333,0.76,0.659091,0.851852,0.708333,0.769231,1,EnglishandAnother,0.625,2
Female,1,0.089,0.267857,0.303571,0.416667,0.28,0.810606,0.571786,0.517127,0.537006,0.623153,EnglishandAnother,0.821429,3
Male,0,0.152549,0.75,0.75,0.816667,0.786667,0.757576,0.555556,0.75,0.538462,0.888889,English,0.785714,1
Female,0,0.13,0.5,0.660714,0.65,0.593333,0.791667,0.571786,0.517127,0.537006,0.623153,English,0.808036,2
Male,0,0.15,0.561603,0.589212,0.590667,0.565904,0.848485,0.37037,0.875,0.538462,0.666667,English,0.834821,2
Female,0,0.025,0.767857,0.642857,0.85,0.766667,0.772727,0.571786,0.517127,0.537006,1,English,0.821429,1
Female,1,0.0097,0.607143,0.571429,0.616667,0.586667,0.659091,0.62963,0.458333,0.615385,0.333333,English,0.642857,4
Female,0,0.25,0.561603,0.589212,0.590667,0.565904,0.719697,0.333333,0.541667,0.461538,0.333333,English,0.736607,1
Male,1,0.072,0.357143,0.339286,0.433333,0.333333,0.625,0.571786,0.517127,0.537006,0.623153,EnglishandAnother,0.660714,4
Female,1,0.082,0.357143,0.482143,0.433333,0.386667,0.878788,0.444444,0.375,0.538462,0.555556,Another,0.959821,3
Female,0,0.019,0.553571,0.714286,0.616667,0.62,0.795455,0.571786,0.517127,0.537006,1,English,0.785714,2
Female,1,0.025,0.410714,0.482143,0.45,0.413333,0.719697,0.571786,0.517127,0.537006,1,Another,0.776786,2
Male,0,0.190783,0.589286,0.607143,0.7,0.626667,0.719697,0.571786,0.517127,0.537006,0.555556,English,0.678571,1
Male,0,0.13,0.892857,0.767857,0.733333,0.813333,0.829545,0.571786,0.517127,0.537006,0.777778,English,0.84375,4
Male,1,0,0.428571,0.428571,0.366667,0.366667,0.693182,0.571786,0.517127,0.537006,0.555556,English,0.714286,2
Female,0,0.085,0.5,0.535714,0.716667,0.573333,0.878788,0.703704,0.5,0.730769,0.623153,English,0.924107,4
Male,0,0.25,0.625,0.660714,0.483333,0.573333,0.795455,0.740741,0.625,0.538462,0.555556,English,0.897321,1
Female,1,0.045399,0.410714,0.446429,0.433333,0.393333,0.715909,0.571786,0.517127,0.537006,0.666667,EnglishandAnother,0.776786,4
Female,0,0.012,0.392857,0.732143,0.616667,0.566667,0.689394,0.37037,0.916667,0.461538,0.777778,Another,0.8125,1
Female,0,0.043,0.464286,0.767857,0.716667,0.646667,0.67803,0.571786,0.517127,0.537006,0.888889,EnglishandAnother,0.620536,2
Male,0,0.064,0.696429,0.446429,0.583333,0.56,0.674242,0.571786,0.517127,0.537006,0.333333,EnglishandAnother,0.754464,3
Male,0,0.14,0.910714,0.875,0.75,0.866667,0.530303,0.571786,0.517127,0.537006,1,Another,0.513393,4
Female,1,0.06,0.839286,0.857143,0.833333,0.866667,0.935606,0.571786,0.517127,0.537006,0.555556,English,0.982143,0
Male,0,0.15,0.785714,0.553571,0.7,0.68,0.659091,0.571786,0.517127,0.537006,0.623153,EnglishandAnother,0.709821,4
Female,0,0.800001,0.714286,0.642857,0.766667,0.713333,0.829545,0.571786,0.517127,0.537006,0.623153,English,0.84375,0
Female,0,0.09302,0.517857,0.392857,0.533333,0.453333,0.859848,0.571786,0.517127,0.537006,0.444444,English,0.919643,1
Male,0,0.15,0.767857,0.785714,0.816667,0.806667,0.583333,0.571786,0.517127,0.537006,0.555556,Another,0.553571,0
Male,1,0.027,0.625,0.821429,0.35,0.58,0.784091,0.571786,0.517127,0.537006,1,Another,0.723214,0
Unknown,1,0.040492,0.535714,0.428571,0.45,0.44,0.518939,0.571786,0.517127,0.537006,0.222222,EnglishandAnother,0.491071,2
Male,1,0.05,0.392857,0.5,0.483333,0.426667,0.67803,0.571786,0.517127,0.537006,0,EnglishandAnother,0.665179,4
Female,1,0.029,0.561603,0.589212,0.590667,0.565904,0.768939,0.37037,0.5,0.423077,0.444444,EnglishandAnother,0.754464,4
Male,1,0.069,0.517857,0.571429,0.55,0.526667,0.727273,0.555556,0.375,0.576923,0.333333,EnglishandAnother,0.691964,4
Male,1,0.0084,0.392857,0.446429,0.466667,0.4,0.640152,0.571786,0.517127,0.537006,0.111111,Another,0.709821,4
Male,0,0.065,0.678571,0.589286,0.583333,0.606667,0.704545,0.740741,0.416667,0.5,0.623153,EnglishandAnother,0.767857,2
Female,1,0.01,0.642857,0.785714,0.566667,0.66,0.916667,0.888889,0.916667,0.846154,0.666667,English,1,1
Female,1,0.16,0.660714,0.678571,0.683333,0.673333,0.799242,0.571786,0.517127,0.537006,0.777778,English,0.90625,1
Female,0,0.084975,0.910714,0.714286,0.733333,0.8,0.700758,0.571786,0.517127,0.537006,1,English,0.723214,2
Male,0,0.073,0.535714,0.553571,0.633333,0.56,0.670455,0.407407,0.333333,0.615385,0.666667,English,0.665179,3
Male,0,0.135,0.821429,0.696429,0.8,0.786667,0.594697,0.571786,0.517127,0.537006,1,EnglishandAnother,0.553571,0
Female,0,0.13,0.625,0.571429,0.766667,0.653333,0.674242,0.444444,0.333333,0.730769,1,English,0.642857,3
Female,0,0.001318,0.517857,0.589286,0.533333,0.526667,0.674242,0.571786,0.517127,0.537006,0.623153,Another,0.754464,3
Male,1,0.06,0.589286,0.607143,0.533333,0.56,0.734848,0.571786,0.517127,0.537006,0.666667,Another,0.830357,2
Male,0,0.18,0.517857,0.642857,0.566667,0.56,0.795455,0.571786,0.517127,0.537006,1,English,0.857143,1
Female,1,0.018,0.267857,0.375,0.4,0.3,0.659091,0.666667,0.583333,0.461538,0.555556,EnglishandAnother,0.691964,2
Male,0,0.23,0.561603,0.589212,0.590667,0.565904,0.659091,0.925926,0.666667,0.884615,1,EnglishandAnother,0.611607,0
Female,0,0.185,0.589286,0.678571,0.716667,0.66,0.708333,0.571786,0.517127,0.537006,1,EnglishandAnother,0.754464,4
Male,0,0.09302,0.821429,0.75,0.816667,0.813333,0.602273,0.851852,0.958333,0.807692,1,English,0.53125,0
Female,0,0.38,0.625,0.553571,0.783333,0.653333,0.689394,0.571786,0.517127,0.537006,1,English,0.736607,2
Male,0,0.12,0.660714,0.678571,0.566667,0.626667,0.742424,0.571786,0.517127,0.537006,0.888889,Another,0.714286,3
Female,0,0.069,0.517857,0.428571,0.55,0.473333,0.659091,0.571786,0.517127,0.537006,0.111111,English,0.691964,2
Male,0,0.500001,0.561603,0.589212,0.590667,0.565904,0.55303,0.481481,0.833333,0.538462,0.888889,EnglishandAnother,0.491071,4
Male,0,0.09302,0.928571,0.767857,0.783333,0.846667,0.594697,0.571786,0.517127,0.537006,0.666667,English,0.571429,2
Female,1,0.025,0.561603,0.589212,0.590667,0.565904,0.924242,0.444444,0.458333,0.461538,0,Another,0.955357,2
Female,0,0.024,1,0.75,0.883333,0.906667,0.863636,0.571786,0.517127,0.537006,0.333333,English,0.866071,0
Male,0,0.075,0.625,0.785714,0.65,0.686667,0.693182,0.571786,0.517127,0.537006,1,English,0.691964,3
Male,0,0.125,0.803571,0.785714,0.716667,0.78,0.810606,0.571786,0.517127,0.537006,0.444444,English,0.776786,0
Female,1,0.085,0.428571,0.214286,0.516667,0.346667,0.503788,0.571786,0.517127,0.537006,0.222222,EnglishandAnother,0.508929,2
Female,0,0.057,0.875,0.696429,0.716667,0.773333,0.708333,0.571786,0.517127,0.537006,0.666667,English,0.674107,3
Female,0,0.06,0.589286,0.553571,0.7,0.606667,0.617424,0.592593,0.291667,0.730769,0.444444,English,0.571429,4
Male,0,0.08,0.732143,0.589286,0.733333,0.686667,0.734848,0.571786,0.517127,0.537006,0.444444,English,0.732143,3
Female,1,0.042,0.5,0.696429,0.45,0.526667,0.753788,0.571786,0.517127,0.537006,0.666667,Another,0.758929,3
Female,1,0.033,0.553571,0.571429,0.533333,0.533333,0.640152,0.571786,0.517127,0.537006,0.666667,EnglishandAnother,0.642857,3
Female,0,0.012,0.561603,0.589212,0.590667,0.565904,0.799242,0.518519,0.916667,0.769231,1,English,0.830357,2
Female,1,0.09,0.553571,0.553571,0.65,0.573333,0.784091,0.571786,0.517127,0.537006,0.666667,English,0.888393,1
Female,1,0.038,0.482143,0.375,0.55,0.44,0.742424,0.571786,0.517127,0.537006,0.666667,Another,0.834821,3
Female,1,0.058,0.446429,0.625,0.65,0.56,0.659091,0.571786,0.517127,0.537006,0.666667,EnglishandAnother,0.625,3
Male,0,0.14,0.767857,0.821429,0.783333,0.806667,0.765152,0.571786,0.517127,0.537006,0.777778,English,0.745536,0
Female,1,0.045,0.410714,0.375,0.483333,0.386667,0.651515,0.571786,0.517127,0.537006,0.111111,EnglishandAnother,0.625,4
Male,0,0.035,0.678571,0.892857,0.85,0.826667,0.606061,0.571786,0.517127,0.537006,0.888889,EnglishandAnother,0.553571,3
Female,1,0.145,0.561603,0.589212,0.590667,0.565904,0.734848,0.777778,0.541667,0.730769,1,English,0.71875,3
Female,1,0.045,0.392857,0.303571,0.516667,0.366667,0.659091,0.571786,0.517127,0.537006,0.333333,EnglishandAnother,0.732143,3
Female,0,0.218,0.625,0.660714,0.733333,0.673333,0.848485,0.571786,0.517127,0.537006,0.777778,English,0.928571,0
Male,0,0.24,0.964286,0.785714,0.666667,0.82,0.715909,0.571786,0.517127,0.537006,1,EnglishandAnother,0.776786,3
Unknown,1,0.026097,0.696429,0.464286,0.666667,0.6,0.757576,0.571786,0.517127,0.537006,0.333333,Another,0.803571,0
Female,0,0.02,0.553571,0.517857,0.6,0.54,0.742424,0.571786,0.517127,0.537006,0.777778,Another,0.714286,1
Female,0,0.41,0.803571,0.678571,0.8,0.773333,0.659091,0.571786,0.517127,0.537006,0.555556,English,0.665179,2
Female,1,0.024,0.732143,0.678571,0.733333,0.72,0.890152,0.814815,0.583333,0.769231,0.444444,English,0.915179,0
Female,0,0.175,0.625,0.607143,0.7,0.64,0.795455,0.814815,0.625,0.769231,1,English,0.821429,4
Male,0,0.16,0.5,0.642857,0.533333,0.54,0.753788,0.571786,0.517127,0.537006,0.777778,Another,0.794643,3
Male,0,0.146,0.571429,0.767857,0.466667,0.586667,0.606061,0.481481,0.625,0.5,0.777778,English,0.553571,3
Female,1,0.013883,0.339286,0.5,0.483333,0.406667,0.761364,0.555556,0.416667,0.346154,0.333333,English,0.732143,4
Female,0,0.098,0.75,0.803571,0.75,0.78,0.829545,0.571786,0.517127,0.537006,1,English,0.897321,2
Male,0,0.2,0.714286,0.767857,0.683333,0.726667,0.530303,0.962963,0.875,0.769231,0.888889,English,0.477679,3
Male,0,0.18,0.561603,0.589212,0.590667,0.565904,0.719697,0.851852,0.541667,0.730769,0.666667,English,0.75,3
Female,1,0.006061,0.571429,0.285714,0.55,0.44,0.878788,0.571786,0.517127,0.537006,0.222222,EnglishandAnother,0.888393,2
Male,1,0.05,0.785714,0.625,0.733333,0.72,0.659091,0.571786,0.517127,0.537006,0.777778,English,0.736607,1
Female,0,0.088,0.642857,0.678571,0.616667,0.64,0.67803,0.592593,0.583333,0.653846,0.444444,English,0.665179,3
Male,0,0.134543,0.464286,0.678571,0.5,0.526667,0.863636,0.666667,0.541667,0.5,0.777778,English,0.977679,1
Female,0,0.025,0.535714,0.464286,0.616667,0.52,0.814394,0.571786,0.517127,0.537006,0.888889,EnglishandAnother,0.848214,1
Female,0,0.077801,0.553571,0.767857,0.616667,0.64,0.787879,0.571786,0.517127,0.537006,0.444444,EnglishandAnother,0.790179,2
Female,1,0.028,0.232143,0.303571,0.366667,0.246667,0.75,0.222222,0.166667,0.269231,0.111111,EnglishandAnother,0.8125,4
Male,1,0.045,0.535714,0.678571,0.666667,0.62,0.689394,0.571786,0.517127,0.537006,0.777778,English,0.736607,1
Male,0,0.18,0.732143,0.75,0.733333,0.746667,0.617424,0.814815,0.666667,0.653846,0.888889,EnglishandAnother,0.598214,3
Male,0,0.118,0.803571,0.821429,0.833333,0.84,0.791667,0.571786,0.517127,0.537006,0.888889,English,0.821429,1
Female,1,0.068,0.446429,0.464286,0.5,0.44,0.765152,0.571786,0.517127,0.537006,1,Another,0.803571,3
Male,1,0.112,0.553571,0.732143,0.466667,0.566667,0.621212,0.571786,0.517127,0.537006,0.666667,EnglishandAnother,0.651786,4
Female,0,0.045,0.410714,0.482143,0.633333,0.486667,0.814394,0.37037,0.208333,0.5,0.666667,English,0.888393,3
